41.14863, -8.585874
41.148621, -8.585874
41.148621, -8.585847
41.148936, -8.585901
41.149107, -8.586171
41.149341, -8.587611
41.149827, -8.589501
41.150394, -8.591697
41.150862, -8.593434
41.151087, -8.594154
41.15097, -8.594154
41.150115, -8.595765
41.149071, -8.597403
41.148576, -8.597826
41.148585, -8.597736
41.148612, -8.597727
41.14845, -8.598429
41.148549, -8.599527
41.148729, -8.600022
41.148783, -8.600022
41.148765, -8.600517
41.148207, -8.601012
41.147865, -8.601147
41.147946, -8.60121
41.147856, -8.601138
41.147793, -8.601075
41.147766, -8.60121
41.147721, -8.601327
41.147676, -8.601381
41.147649, -8.601471
41.14737, -8.601696
41.14728, -8.601642
41.146668, -8.603046
41.146335, -8.604207
41.146164, -8.604306
41.145345, -8.605863
41.144958, -8.606511
41.144931, -8.606421
41.14485, -8.60679
41.144949, -8.607042
41.145084, -8.607258
41.145228, -8.607321
41.145471, -8.607411
41.145543, -8.607456
41.145525, -8.607465
41.145516, -8.607465
