41.146092, -8.617734
41.145462, -8.617572
41.145048, -8.616501
41.145831, -8.615403
41.147001, -8.615178
41.147262, -8.615889
41.147199, -8.6166
41.147217, -8.617563
41.147253, -8.618013
41.147235, -8.617977
41.147217, -8.617968
41.147235, -8.617977
41.147307, -8.617923
41.147559, -8.618013
41.148513, -8.618337
41.148603, -8.618922
41.148531, -8.619417
41.147982, -8.619957
41.147856, -8.620074
41.147847, -8.620065
41.147334, -8.620407
41.146434, -8.620254
41.146209, -8.620209
41.14629, -8.618544
41.146182, -8.617617
41.144913, -8.61723
41.145471, -8.615664
41.146083, -8.613945
41.146083, -8.61246
41.146173, -8.611056
41.146128, -8.610975
41.146101, -8.610966
41.145678, -8.610912
41.145435, -8.610966
41.145471, -8.610993
41.145516, -8.611011
41.145498, -8.61102
41.144778, -8.610894
41.143356, -8.610417
41.143212, -8.608869
41.142438, -8.607231
41.143005, -8.605368
41.144022, -8.604927
41.145174, -8.604423
41.145444, -8.603919
41.14557, -8.603118
41.145705, -8.60166
41.145948, -8.600436
41.145984, -8.599518
41.145921, -8.599365
41.14593, -8.598906
41.146056, -8.597196
41.146074, -8.596719
41.146137, -8.595216
41.146443, -8.593461
41.146695, -8.591886
41.147001, -8.590239
41.147109, -8.589663
41.147892, -8.58978
41.148072, -8.58996
41.148072, -8.58996
41.148072, -8.58996
41.148063, -8.589888
41.148261, -8.590473
41.148495, -8.590365
41.148486, -8.590383
41.148495, -8.590383
41.14863, -8.590338
41.149008, -8.590185
