,100,200,300,400,500,600,700,800,900,1000
run_1,1.25,6.234375,12.75,25.171875,35.1875,50.671875,75.359375,94.609375,112.484375,155.453125
run_2,1.4375,5.65625,12.390625,24.859375,35.578125,50.5,75.0,94.625,111.9375,155.140625
run_3,1.34375,5.953125,12.984375,25.578125,34.90625,50.125,76.265625,93.890625,114.359375,157.484375
run_4,1.328125,5.734375,12.25,25.53125,34.65625,49.65625,74.984375,94.03125,112.5625,155.125
run_5,1.375,6.125,12.765625,24.96875,35.234375,51.234375,76.28125,93.15625,113.171875,157.984375
run_6,1.53125,5.609375,13.125,24.859375,34.96875,50.25,73.984375,93.609375,112.171875,155.71875
run_7,1.5625,5.84375,12.421875,25.34375,33.921875,50.9375,76.53125,94.671875,113.640625,156.28125
run_8,1.40625,4.703125,12.65625,25.6875,35.53125,49.734375,75.125,93.234375,112.390625,156.765625
run_9,1.515625,5.828125,13.015625,24.65625,35.359375,50.46875,75.328125,92.6875,111.515625,156.0625
run_10,1.40625,5.59375,13.28125,25.296875,34.0625,50.875,76.59375,94.46875,113.640625,156.453125
