,100,200,300,400,500,600,700,800,900,1000
run_1,2.140625,12.03125,32.609375,41.59375,84.734375,111.90625,175.6875,226.109375,294.578125,406.25
run_2,2.078125,12.34375,33.953125,42.796875,88.53125,117.015625,173.765625,225.671875,294.328125,412.234375
run_3,2.453125,12.03125,32.1875,43.3125,89.828125,112.171875,173.328125,222.84375,292.828125,409.15625
run_4,2.125,11.3125,33.625,43.78125,88.234375,110.734375,177.828125,223.171875,298.4375,413.0625
run_5,2.34375,11.46875,34.28125,42.078125,89.140625,110.5,177.5,225.15625,294.8125,410.09375
run_6,2.25,11.625,34.34375,42.78125,89.34375,109.625,174.65625,223.65625,294.890625,407.828125
run_7,2.046875,11.921875,33.5,42.046875,88.484375,109.40625,173.6875,220.234375,291.375,404.515625
run_8,2.21875,11.65625,33.875,42.71875,86.46875,113.125,175.65625,224.0,297.765625,406.765625
run_9,2.46875,11.0625,32.578125,44.0625,88.09375,114.359375,170.78125,223.203125,297.109375,405.21875
run_10,2.59375,11.625,33.421875,42.15625,91.3125,114.1875,175.21875,226.453125,293.234375,405.078125
