INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
158,C,1394217504,"[[-8.620353,41.147469],[-8.620353,41.14746],[-8.620317,41.14674],[-8.620281,41.146632],[-8.620218,41.146263]]"
974,B,1374154470,"[[-8.622927,41.150871],[-8.623053,41.150295],[-8.622504,41.149458],[-8.622504,41.149494],[-8.622531,41.149449],[-8.622297,41.149557],[-8.620614,41.149935],[-8.617536,41.149053],[-8.618112,41.14836],[-8.619363,41.148684],[-8.619435,41.148423],[-8.620074,41.147595],[-8.620344,41.147199],[-8.620272,41.146965],[-8.619759,41.146029],[-8.618202,41.146245],[-8.618139,41.14629],[-8.618103,41.146317],[-8.618013,41.146452],[-8.617815,41.146407],[-8.617275,41.14494],[-8.615997,41.145255],[-8.614728,41.145705],[-8.612784,41.145894],[-8.611857,41.14566],[-8.610372,41.149116],[-8.610372,41.149143]]"
9400,B,1395258850,"[[-8.619876,41.148027],[-8.619948,41.147964],[-8.620524,41.147379],[-8.622108,41.147631],[-8.62407,41.148171],[-8.625375,41.148657],[-8.625429,41.148657],[-8.625456,41.148657],[-8.626896,41.148909],[-8.628039,41.150709],[-8.629281,41.15133],[-8.630145,41.150934],[-8.630532,41.150781],[-8.630559,41.15079],[-8.630559,41.15079]]"
12481,C,1378294025,"[[-8.622072,41.147568],[-8.622072,41.147559],[-8.62209,41.147559],[-8.621253,41.147442],[-8.62056,41.147334],[-8.620371,41.147208],[-8.620218,41.146623],[-8.620173,41.146407],[-8.619309,41.146191],[-8.617635,41.146326],[-8.617302,41.145111],[-8.616087,41.145255],[-8.614755,41.145795],[-8.613486,41.145939],[-8.612766,41.145984],[-8.611938,41.146101],[-8.611182,41.146587],[-8.610993,41.147424],[-8.610993,41.147397],[-8.611092,41.14737],[-8.610975,41.147775],[-8.610624,41.148855],[-8.610165,41.14989],[-8.610156,41.150709],[-8.610183,41.150736],[-8.610192,41.150763],[-8.609634,41.151411],[-8.609499,41.151447],[-8.609436,41.151429]]"
15863,B,1383341743,"[[-8.617671,41.146254],[-8.617653,41.146119],[-8.617428,41.145264],[-8.616717,41.144967],[-8.616195,41.145228],[-8.615826,41.145435],[-8.614458,41.145912],[-8.613225,41.145822],[-8.612325,41.146047],[-8.612631,41.146443],[-8.612478,41.147199],[-8.613405,41.148225],[-8.614467,41.148225]]"
18106,A,1392912178,"[[-8.624457,41.15313],[-8.624502,41.152824],[-8.623071,41.152923],[-8.621136,41.152752],[-8.620956,41.152608],[-8.622279,41.151267],[-8.623143,41.150736],[-8.622882,41.149089],[-8.622351,41.147847],[-8.620956,41.147397]]"
27008,C,1389277895,"[[-8.62038,41.146857],[-8.620371,41.146857],[-8.620371,41.146857],[-8.620362,41.146857],[-8.620263,41.146632],[-8.620164,41.146299],[-8.620164,41.146308],[-8.620164,41.146299],[-8.619093,41.146182],[-8.617617,41.146209],[-8.617302,41.145057],[-8.616195,41.145174],[-8.614791,41.145768],[-8.613522,41.145921],[-8.612532,41.146002],[-8.611839,41.146056],[-8.611245,41.14611],[-8.611263,41.146101],[-8.611272,41.14611],[-8.610849,41.145795],[-8.610903,41.145345],[-8.610903,41.145345],[-8.610912,41.145345],[-8.610912,41.145345],[-8.610741,41.145354],[-8.610714,41.145489]]"
29052,B,1387626724,"[[-8.619831,41.148027],[-8.619822,41.148027],[-8.61984,41.148009],[-8.619894,41.147964],[-8.620317,41.147478],[-8.620335,41.14746],[-8.620326,41.147469],[-8.620326,41.147469],[-8.620272,41.146695],[-8.620218,41.14638],[-8.620155,41.146182],[-8.618589,41.146245],[-8.617581,41.146047],[-8.617437,41.145336],[-8.616636,41.145003],[-8.615349,41.145579],[-8.613936,41.145993],[-8.61345,41.145912],[-8.613369,41.14593],[-8.612478,41.145984],[-8.612217,41.146029],[-8.612172,41.146434],[-8.612226,41.147235],[-8.612199,41.147784],[-8.612703,41.148162],[-8.612685,41.148225],[-8.612676,41.148288],[-8.612685,41.148297]]"
31303,C,1376976480,"[[-8.63127,41.146254],[-8.630262,41.146326],[-8.628768,41.145741],[-8.626932,41.145372],[-8.624403,41.145696],[-8.62164,41.145831],[-8.620362,41.146011],[-8.620398,41.146038],[-8.620371,41.146011],[-8.619966,41.146047],[-8.618022,41.146371],[-8.617824,41.147001],[-8.617833,41.147082],[-8.618148,41.148144],[-8.619219,41.14863],[-8.619921,41.147973],[-8.620614,41.148288],[-8.620893,41.149602],[-8.619642,41.149836],[-8.618499,41.149854],[-8.618427,41.15007],[-8.618463,41.150025],[-8.618508,41.149989],[-8.618463,41.149998]]"
41432,B,1375358696,"[[-8.612343,41.145759],[-8.612226,41.145849],[-8.611398,41.146056],[-8.611164,41.147145],[-8.61075,41.148801],[-8.609652,41.151303],[-8.610003,41.152167],[-8.610093,41.153094],[-8.61012,41.153841],[-8.609364,41.154309],[-8.60913,41.154282],[-8.609031,41.154282],[-8.608977,41.154291]]"
43715,B,1386944615,"[[-8.62101,41.161041],[-8.621001,41.161059],[-8.620758,41.161491],[-8.619903,41.162076],[-8.618778,41.162562],[-8.618445,41.162346],[-8.618418,41.162103],[-8.618418,41.1615],[-8.61858,41.161041],[-8.618076,41.160933],[-8.617968,41.160906],[-8.617932,41.160888],[-8.617914,41.160879],[-8.617941,41.160897],[-8.617932,41.160879],[-8.617923,41.160888],[-8.617923,41.160888],[-8.61795,41.160897],[-8.617923,41.160879],[-8.617932,41.160915],[-8.617923,41.160924],[-8.617905,41.160906],[-8.617797,41.160798],[-8.617284,41.160285],[-8.617149,41.159475],[-8.61687,41.158314],[-8.617644,41.157261],[-8.617968,41.156514],[-8.617941,41.15619],[-8.618022,41.156082],[-8.618814,41.155425],[-8.61894,41.1552],[-8.61876,41.154282],[-8.618409,41.153211],[-8.61795,41.152158],[-8.617716,41.151573],[-8.618535,41.151321],[-8.618886,41.151204],[-8.620083,41.150925],[-8.620371,41.15088],[-8.620407,41.150916],[-8.620875,41.15079],[-8.620929,41.150799],[-8.62092,41.150781],[-8.62092,41.150772],[-8.62155,41.15061],[-8.62245,41.150286],[-8.622972,41.150214],[-8.622954,41.149728],[-8.622891,41.149179],[-8.622783,41.148369],[-8.62263,41.148054],[-8.622693,41.148027],[-8.622711,41.148018],[-8.622684,41.147802],[-8.621145,41.147451],[-8.62074,41.147406],[-8.620245,41.147091],[-8.620011,41.146839],[-8.620065,41.14683],[-8.620083,41.146812],[-8.620065,41.146785],[-8.620047,41.146776],[-8.620074,41.146803],[-8.620074,41.146758],[-8.620092,41.146731],[-8.620074,41.14674],[-8.620065,41.146713],[-8.620083,41.146704],[-8.620065,41.146677],[-8.620074,41.146677],[-8.619858,41.146344],[-8.619732,41.146236],[-8.619597,41.146146]]"
