INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
487,B,1386002893,"[[-8.617581,41.146218],[-8.617527,41.145858],[-8.617446,41.145363],[-8.617167,41.144859],[-8.616051,41.145255],[-8.614431,41.145876],[-8.612847,41.145993],[-8.6121,41.146056],[-8.611227,41.146497],[-8.611047,41.14755],[-8.611011,41.147586],[-8.610975,41.147622],[-8.610885,41.148072],[-8.610354,41.149404],[-8.610264,41.150124],[-8.610273,41.150376],[-8.610255,41.150457],[-8.610066,41.150736],[-8.60976,41.151123],[-8.609886,41.151915],[-8.610039,41.152896],[-8.61003,41.153292],[-8.60967,41.154165],[-8.60922,41.15502],[-8.610714,41.155218],[-8.611227,41.155245],[-8.611668,41.155272],[-8.611884,41.155695],[-8.611848,41.156541],[-8.612622,41.15691],[-8.612658,41.15718],[-8.612856,41.157081],[-8.612865,41.157036],[-8.612874,41.157027],[-8.612874,41.157027],[-8.612901,41.157]]"
3285,C,1390078128,"[[-8.613324,41.166855],[-8.613297,41.166837],[-8.613243,41.166837],[-8.613189,41.166828],[-8.613189,41.166729],[-8.612244,41.166351],[-8.61165,41.165316],[-8.611272,41.16474],[-8.611254,41.164731],[-8.611173,41.164668],[-8.609481,41.164515],[-8.608608,41.163957],[-8.608977,41.163021],[-8.609067,41.16276],[-8.609265,41.162337],[-8.609805,41.161086],[-8.609841,41.160798],[-8.60985,41.160789],[-8.609895,41.159925],[-8.609904,41.158557],[-8.610003,41.157405],[-8.610003,41.157387],[-8.609922,41.157441],[-8.609931,41.157171],[-8.609967,41.155227],[-8.609895,41.153814],[-8.609778,41.153796],[-8.609778,41.153805]]"
5340,A,1375139161,"[[-8.61372,41.177925],[-8.613711,41.177916],[-8.613846,41.17797],[-8.61399,41.178042],[-8.61408,41.178078],[-8.614107,41.178087],[-8.614107,41.178105],[-8.614107,41.17815],[-8.614134,41.178177],[-8.614161,41.178186],[-8.614134,41.178168],[-8.614143,41.178177],[-8.614143,41.178177],[-8.614152,41.178168],[-8.614107,41.178159],[-8.614044,41.178132],[-8.614044,41.178141],[-8.614071,41.178168],[-8.614098,41.178186],[-8.61408,41.178123],[-8.614062,41.178141],[-8.614098,41.177862],[-8.614152,41.176872],[-8.613819,41.175495],[-8.613387,41.174163],[-8.612874,41.172723],[-8.612784,41.171589],[-8.612982,41.170113],[-8.612424,41.168574],[-8.611866,41.16708],[-8.611263,41.165496],[-8.611083,41.163957],[-8.6112,41.16303],[-8.611308,41.162103],[-8.611326,41.161977],[-8.611353,41.161968],[-8.610741,41.161635],[-8.60985,41.161518],[-8.609778,41.161176],[-8.609976,41.159619],[-8.61003,41.157594],[-8.610039,41.155488],[-8.609976,41.154255],[-8.610057,41.154084],[-8.610192,41.153688],[-8.610372,41.153706],[-8.610363,41.153742],[-8.610372,41.153733],[-8.610426,41.153688],[-8.610453,41.15367],[-8.610444,41.153697],[-8.610417,41.153715],[-8.61039,41.153715],[-8.610363,41.153733],[-8.610345,41.15376],[-8.610354,41.15376],[-8.610381,41.15376],[-8.610381,41.153778],[-8.61039,41.15376],[-8.610381,41.153724],[-8.610372,41.153643]]"
6374,C,1398926257,"[[-8.610777,41.14818],[-8.610705,41.148558],[-8.610282,41.149818],[-8.61012,41.1507],[-8.610147,41.150718],[-8.610066,41.150691],[-8.609634,41.151213],[-8.610048,41.152275],[-8.609967,41.153886],[-8.609157,41.155425],[-8.609148,41.157279],[-8.608311,41.159079],[-8.60769,41.160591],[-8.607474,41.160879],[-8.607357,41.16096],[-8.606547,41.160888],[-8.606529,41.160933],[-8.606466,41.16096]]"
6648,C,1380939683,"[[-8.616393,41.147208],[-8.617356,41.147235],[-8.617743,41.146605],[-8.617743,41.146587],[-8.617743,41.146614],[-8.617734,41.146605],[-8.617491,41.145606],[-8.617383,41.14503],[-8.616384,41.145093],[-8.614485,41.145849],[-8.613027,41.145903],[-8.611884,41.146029],[-8.61183,41.146038],[-8.611101,41.147028],[-8.610813,41.148657],[-8.610264,41.15025],[-8.610111,41.1507],[-8.610102,41.150727],[-8.610093,41.150772],[-8.609544,41.151276],[-8.610156,41.152653],[-8.609904,41.153823],[-8.609553,41.155695],[-8.609238,41.157108],[-8.609202,41.157225]]"
7536,B,1399637906,"[[-8.604099,41.161194],[-8.604099,41.161203],[-8.604126,41.161635],[-8.604954,41.161941],[-8.605161,41.161941],[-8.606502,41.162184],[-8.60787,41.162355],[-8.608158,41.162427],[-8.608779,41.162517],[-8.608788,41.162517],[-8.609292,41.162544],[-8.610885,41.162724],[-8.610975,41.162733],[-8.610966,41.162742],[-8.611146,41.162724],[-8.611389,41.161878],[-8.611605,41.160699],[-8.611893,41.15934],[-8.612478,41.157684],[-8.613225,41.15601],[-8.613351,41.155299],[-8.613342,41.155191],[-8.613342,41.1552]]"
9052,B,1379525756,"[[-8.611065,41.149323],[-8.611119,41.149314],[-8.611173,41.149314],[-8.610723,41.149197],[-8.61039,41.149278],[-8.610192,41.149764],[-8.610327,41.150196],[-8.609598,41.151357],[-8.609715,41.151816],[-8.609967,41.152608],[-8.609616,41.153526],[-8.609436,41.153616],[-8.609688,41.153679],[-8.611029,41.153643],[-8.612073,41.154012],[-8.612667,41.155137],[-8.614476,41.155497],[-8.616195,41.155776],[-8.617338,41.155974],[-8.617356,41.155983],[-8.617365,41.155992],[-8.617959,41.156442],[-8.617743,41.157252],[-8.616879,41.158287],[-8.617329,41.159178],[-8.618031,41.159961],[-8.619201,41.160492],[-8.620578,41.160672],[-8.621154,41.160816],[-8.620767,41.1615],[-8.620335,41.161725],[-8.620326,41.161761],[-8.620263,41.161797],[-8.619507,41.162148]]"
14860,C,1390626249,"[[-8.610471,41.149053],[-8.6103,41.150331],[-8.609778,41.151096],[-8.609472,41.151537],[-8.609949,41.152878],[-8.609598,41.154237],[-8.609184,41.156343],[-8.60859,41.158584],[-8.60796,41.160213],[-8.608527,41.16051],[-8.608581,41.160393]]"
16295,B,1393729779,"[[-8.610939,41.149323],[-8.610552,41.14908],[-8.610606,41.149152],[-8.610651,41.149152],[-8.610669,41.149152],[-8.610606,41.149152],[-8.610345,41.150313],[-8.609472,41.151474],[-8.610021,41.152797],[-8.610012,41.153481],[-8.609724,41.154057],[-8.609247,41.155614],[-8.609202,41.157072],[-8.609175,41.157162],[-8.609157,41.157162],[-8.608725,41.158242],[-8.607951,41.160114],[-8.609337,41.160375],[-8.60976,41.160411],[-8.609787,41.160384]]"
16783,C,1399699184,"[[-8.61363,41.146515],[-8.613603,41.146047],[-8.61264,41.146047],[-8.612127,41.146047],[-8.611173,41.146524],[-8.611119,41.146812],[-8.611128,41.146794],[-8.610912,41.147838],[-8.610219,41.149503],[-8.61021,41.150457],[-8.609868,41.150943],[-8.609877,41.151888],[-8.610003,41.153337],[-8.60922,41.154768],[-8.609193,41.156919],[-8.607951,41.157441],[-8.607231,41.157585],[-8.606565,41.15844],[-8.606106,41.159079],[-8.60607,41.159097],[-8.606052,41.159115],[-8.60607,41.159133],[-8.606097,41.159133],[-8.606115,41.15916],[-8.606097,41.15916]]"
