INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
51,B,1389341371,"[[-8.627733,41.175414],[-8.627544,41.174802],[-8.626707,41.173299],[-8.626194,41.17185],[-8.625915,41.170509],[-8.625708,41.169555],[-8.625609,41.169042],[-8.625465,41.168448],[-8.625456,41.16834],[-8.625393,41.168169],[-8.625177,41.166981],[-8.624934,41.165865],[-8.624871,41.16492],[-8.62488,41.164875],[-8.624871,41.164866],[-8.624862,41.164875],[-8.624853,41.164209],[-8.624835,41.163795],[-8.624835,41.163813],[-8.624826,41.163453],[-8.624763,41.162139],[-8.625843,41.16204],[-8.627616,41.162364],[-8.627661,41.162724]]"
74,C,1376144202,"[[-8.611218,41.146839],[-8.611065,41.147469],[-8.61102,41.147559],[-8.611065,41.147559],[-8.610948,41.148189],[-8.61003,41.149098],[-8.608599,41.148855],[-8.608176,41.148855],[-8.60814,41.148729],[-8.608131,41.148774],[-8.607996,41.148666],[-8.606925,41.148648],[-8.606376,41.14836],[-8.605134,41.148009],[-8.604396,41.147946],[-8.604036,41.14773],[-8.602731,41.147442],[-8.602317,41.147397],[-8.602407,41.147244],[-8.602326,41.147289],[-8.601696,41.147181],[-8.600373,41.147487],[-8.599239,41.147955],[-8.599221,41.148081],[-8.599221,41.14809],[-8.599185,41.148063],[-8.598267,41.148414],[-8.597124,41.148936],[-8.595549,41.150025],[-8.594406,41.150628],[-8.592966,41.150439],[-8.590086,41.149908],[-8.587224,41.149107],[-8.586126,41.148846],[-8.585658,41.148855],[-8.585694,41.148873],[-8.585721,41.148873],[-8.585721,41.148882],[-8.585838,41.148927],[-8.585955,41.148468]]"
109,C,1399917288,"[[-8.665614,41.170716],[-8.664408,41.171283],[-8.663166,41.170851],[-8.661987,41.169582],[-8.661204,41.168439],[-8.661438,41.166684],[-8.66079,41.166369],[-8.66079,41.166378],[-8.660745,41.166351],[-8.660736,41.16636],[-8.660466,41.166477],[-8.65908,41.166018],[-8.657154,41.165406],[-8.656182,41.164389],[-8.65602,41.163912],[-8.656101,41.163714],[-8.656281,41.163453],[-8.656704,41.163021],[-8.656749,41.163039],[-8.656803,41.16249],[-8.65683,41.161617],[-8.658198,41.160861],[-8.657397,41.160429],[-8.656092,41.159736],[-8.654985,41.159196],[-8.654508,41.159043],[-8.653491,41.158368],[-8.652591,41.157603],[-8.652852,41.157162],[-8.652546,41.156244],[-8.653932,41.155587],[-8.655741,41.155128],[-8.655372,41.15376],[-8.655282,41.153517],[-8.655291,41.153535],[-8.655282,41.153544]]"
116,C,1373386574,"[[-8.609544,41.151357],[-8.609517,41.151645],[-8.609949,41.152248],[-8.609859,41.153004],[-8.609526,41.154381],[-8.609319,41.155731],[-8.608932,41.157369],[-8.608788,41.158233],[-8.607843,41.160168],[-8.60643,41.163651],[-8.606367,41.164542],[-8.606313,41.164623],[-8.606385,41.16528],[-8.604891,41.16537],[-8.602578,41.165505],[-8.601705,41.166315],[-8.601876,41.166999],[-8.602749,41.167548]]"
122,A,1388084021,"[[-8.583039,41.181786],[-8.582562,41.183055],[-8.582148,41.18427],[-8.581689,41.18535],[-8.581068,41.186097],[-8.580564,41.187267],[-8.580591,41.188365],[-8.580519,41.189535],[-8.580249,41.190498],[-8.580141,41.191011],[-8.579754,41.19219],[-8.57934,41.193018],[-8.579142,41.193243],[-8.578881,41.19345],[-8.57844,41.19381],[-8.577927,41.194314],[-8.577531,41.194764],[-8.577207,41.195187],[-8.57673,41.195808],[-8.576307,41.196204],[-8.57637,41.196267],[-8.576424,41.196285],[-8.576388,41.196321],[-8.576586,41.196168],[-8.576937,41.195556],[-8.577126,41.195358],[-8.577252,41.195151],[-8.577486,41.194917],[-8.578557,41.193765],[-8.579511,41.192838],[-8.579898,41.191983],[-8.580051,41.19174],[-8.580159,41.191668],[-8.580204,41.191659],[-8.580213,41.191659],[-8.580204,41.19165],[-8.580141,41.191641],[-8.580105,41.191677],[-8.580114,41.191677],[-8.580114,41.191695],[-8.580096,41.191686],[-8.580033,41.191695],[-8.580024,41.191704],[-8.580033,41.191713],[-8.580006,41.191704],[-8.580033,41.191722],[-8.580078,41.191722],[-8.580105,41.191713],[-8.580051,41.191668],[-8.580078,41.191578],[-8.580141,41.191326],[-8.580366,41.190561],[-8.5806,41.189589],[-8.580654,41.188374],[-8.580699,41.187375],[-8.58096,41.186259],[-8.581743,41.185296],[-8.581995,41.184576],[-8.582103,41.183739],[-8.582625,41.182749],[-8.583039,41.181993],[-8.583102,41.181957],[-8.583084,41.181939],[-8.583129,41.181453],[-8.583435,41.180706],[-8.583606,41.179725],[-8.584146,41.17869],[-8.584227,41.178591],[-8.584425,41.178303],[-8.584857,41.177835],[-8.585226,41.177061],[-8.585496,41.176584],[-8.586018,41.175567],[-8.586576,41.174505],[-8.58708,41.173236],[-8.5878,41.172093],[-8.58834,41.171031],[-8.58942,41.169753],[-8.591049,41.168691],[-8.592453,41.167854],[-8.594091,41.167098],[-8.59581,41.166585],[-8.597412,41.166135],[-8.598492,41.165712],[-8.600004,41.164974],[-8.601264,41.164002],[-8.602578,41.163066],[-8.603613,41.162193],[-8.60364,41.162166],[-8.603622,41.162175],[-8.603631,41.162175],[-8.603811,41.162022],[-8.604504,41.161905],[-8.605809,41.162085],[-8.607213,41.162247],[-8.608779,41.162481],[-8.609967,41.162589],[-8.610957,41.162751],[-8.610984,41.162751],[-8.610993,41.162787],[-8.611002,41.162742],[-8.611686,41.162805],[-8.613306,41.163012],[-8.615196,41.163246],[-8.617023,41.163471],[-8.619093,41.163723],[-8.620506,41.163885],[-8.620488,41.163894],[-8.62047,41.163903],[-8.620623,41.163903],[-8.620848,41.163066],[-8.62083,41.162931],[-8.620947,41.161968],[-8.620713,41.161482],[-8.619894,41.161896],[-8.618967,41.162337],[-8.618427,41.162409],[-8.618427,41.161878],[-8.618481,41.161257],[-8.618571,41.161077],[-8.618553,41.161086],[-8.618553,41.161095],[-8.618544,41.161086],[-8.618535,41.161086],[-8.618544,41.161095],[-8.618544,41.161095],[-8.618535,41.161095],[-8.618535,41.161095],[-8.618535,41.161104]]"
146,B,1397355877,"[[-8.612532,41.146074],[-8.612415,41.146038],[-8.610966,41.14611],[-8.609571,41.146704],[-8.608788,41.147217],[-8.608797,41.147208],[-8.608635,41.147469],[-8.60796,41.148594],[-8.607177,41.150169],[-8.606556,41.151087],[-8.605773,41.150988],[-8.603829,41.150988],[-8.602398,41.151042],[-8.60238,41.151033],[-8.602353,41.151051],[-8.602344,41.15106],[-8.602344,41.152014],[-8.602407,41.153193],[-8.602362,41.15322],[-8.602524,41.154417],[-8.602452,41.156055],[-8.601831,41.157666],[-8.601291,41.157549],[-8.600589,41.157126],[-8.600526,41.157072],[-8.600526,41.157072],[-8.600535,41.157081],[-8.600544,41.157081],[-8.600553,41.15709],[-8.600553,41.15709],[-8.600553,41.157072],[-8.600553,41.157063],[-8.600544,41.15709],[-8.600328,41.15772],[-8.601444,41.158107],[-8.601948,41.157315],[-8.602398,41.156172],[-8.602425,41.156109],[-8.602533,41.155821],[-8.602641,41.15556],[-8.602857,41.15502],[-8.602866,41.154993],[-8.602866,41.155011],[-8.602992,41.154714],[-8.604279,41.154777],[-8.604765,41.154372],[-8.605521,41.153535],[-8.606052,41.153535],[-8.606169,41.152734],[-8.607204,41.151573],[-8.606952,41.150943],[-8.606943,41.150943],[-8.60706,41.150394],[-8.607177,41.150223],[-8.607807,41.148981],[-8.607843,41.148909],[-8.607915,41.148738],[-8.608626,41.147676],[-8.608653,41.147685],[-8.60868,41.147613]]"
187,B,1384578173,"[[-8.648892,41.178609],[-8.649999,41.178366],[-8.652483,41.17788],[-8.652186,41.177097],[-8.652429,41.17572],[-8.654418,41.173893],[-8.654805,41.17347],[-8.655156,41.173002],[-8.656317,41.171625],[-8.65674,41.171175],[-8.65692,41.170995],[-8.657775,41.170401],[-8.659089,41.169438],[-8.659557,41.169618],[-8.658558,41.169087],[-8.65953,41.167791],[-8.660214,41.166369],[-8.658063,41.165352],[-8.657181,41.166648],[-8.654373,41.16708],[-8.651484,41.166486],[-8.650377,41.16636],[-8.647047,41.16582],[-8.643987,41.165307],[-8.642196,41.164965],[-8.639325,41.164587],[-8.635689,41.164065],[-8.632944,41.162616],[-8.631981,41.162211],[-8.629911,41.163264],[-8.627247,41.163516],[-8.624916,41.163363],[-8.624952,41.163381],[-8.62497,41.16339],[-8.624583,41.163336],[-8.622459,41.16294],[-8.619381,41.162616],[-8.616555,41.162418],[-8.6166,41.162481],[-8.615007,41.162184],[-8.611983,41.161761],[-8.611839,41.159394],[-8.61246,41.157603],[-8.613171,41.156001],[-8.613252,41.155443],[-8.613252,41.155434],[-8.613252,41.154552],[-8.612325,41.153688],[-8.60985,41.153598],[-8.608086,41.153463],[-8.608095,41.153463]]"
213,A,1394793222,"[[-8.600823,41.169861],[-8.60121,41.169861],[-8.601795,41.169879],[-8.603316,41.169951],[-8.603496,41.169573],[-8.60346,41.16798],[-8.603469,41.166783],[-8.602785,41.16564],[-8.603901,41.165451],[-8.605026,41.165442],[-8.605368,41.164929],[-8.605323,41.164191],[-8.605224,41.163003],[-8.605179,41.162256],[-8.605692,41.162022],[-8.606466,41.162139],[-8.606682,41.162202],[-8.608176,41.162418],[-8.609184,41.162454],[-8.609337,41.162202],[-8.609337,41.162202],[-8.609337,41.162184],[-8.60949,41.161797],[-8.60976,41.161077],[-8.609787,41.16087],[-8.609832,41.160573],[-8.609895,41.159151],[-8.609949,41.157801],[-8.609967,41.157621],[-8.609994,41.157603],[-8.610003,41.157324],[-8.61003,41.156046],[-8.610048,41.154912],[-8.610021,41.153193],[-8.610183,41.151681],[-8.610903,41.150655],[-8.612037,41.150277],[-8.613018,41.149989],[-8.614017,41.149917],[-8.614197,41.149161],[-8.614341,41.148783],[-8.614458,41.148099],[-8.614548,41.147793],[-8.614575,41.147793],[-8.614638,41.147703],[-8.615061,41.14719],[-8.616132,41.147208],[-8.617176,41.147235],[-8.61768,41.147172],[-8.617689,41.147181],[-8.617725,41.147181],[-8.617959,41.147253],[-8.61795,41.147235],[-8.617959,41.147226],[-8.617968,41.147217],[-8.617959,41.147208],[-8.617968,41.147208],[-8.617977,41.147208]]"
292,B,1395565312,"[[-8.585658,41.148567],[-8.585892,41.148972],[-8.587422,41.149206],[-8.58951,41.149773],[-8.592057,41.150448],[-8.593434,41.150853],[-8.593263,41.151042],[-8.592012,41.152419],[-8.591076,41.153877],[-8.591067,41.154768],[-8.590608,41.15556],[-8.587683,41.155569],[-8.584668,41.155803],[-8.582634,41.156037],[-8.579934,41.156208],[-8.578557,41.156352],[-8.578512,41.157414],[-8.578917,41.158449],[-8.579844,41.158188],[-8.57979,41.157396],[-8.579817,41.157369],[-8.579835,41.157387]]"
320,B,1403266961,"[[-8.599941,41.182695],[-8.600148,41.182731],[-8.599779,41.182695],[-8.598528,41.18229],[-8.597772,41.182101],[-8.597466,41.181957],[-8.597799,41.180913],[-8.598474,41.179446],[-8.598564,41.179275],[-8.598915,41.178555],[-8.598915,41.178546],[-8.598942,41.178519],[-8.599311,41.17779],[-8.599968,41.17644],[-8.59995,41.175054],[-8.599356,41.174199],[-8.598771,41.173083],[-8.598087,41.171832],[-8.597448,41.170509],[-8.59734,41.170014],[-8.597349,41.169501],[-8.597637,41.168178],[-8.598285,41.167008],[-8.597421,41.166846],[-8.597493,41.166117],[-8.59815,41.165919],[-8.598798,41.165127],[-8.598897,41.164155],[-8.59797,41.163093],[-8.598222,41.161851],[-8.598501,41.160258],[-8.598645,41.159358],[-8.598663,41.159016],[-8.598888,41.157783],[-8.599185,41.155947],[-8.599482,41.154165],[-8.599158,41.152923],[-8.597403,41.152455],[-8.59707,41.152374],[-8.59707,41.152356],[-8.597007,41.152356],[-8.597277,41.151681],[-8.598519,41.150007],[-8.599014,41.149089],[-8.598645,41.148621],[-8.598528,41.148603],[-8.598528,41.148459],[-8.597502,41.14863],[-8.597313,41.148819],[-8.596719,41.149224],[-8.594919,41.150331],[-8.594334,41.150799],[-8.593947,41.15097],[-8.591949,41.15043],[-8.589699,41.149728],[-8.58762,41.149161],[-8.586225,41.148801],[-8.585748,41.14872],[-8.58555,41.148711]]"
