INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
321,A,1376931941,"[[-8.607375,41.145345],[-8.60742,41.145408],[-8.607393,41.145516],[-8.607033,41.146011],[-8.607024,41.14638],[-8.606988,41.146443],[-8.606907,41.146605],[-8.60688,41.146623],[-8.60688,41.146641],[-8.606835,41.146794],[-8.607024,41.147064],[-8.608077,41.147262],[-8.6085,41.147334],[-8.608509,41.147316],[-8.608581,41.147307],[-8.609922,41.147604],[-8.610354,41.147694],[-8.611443,41.147874],[-8.612613,41.148108],[-8.619633,41.14791],[-8.620281,41.147559],[-8.620641,41.14737],[-8.62182,41.147568],[-8.623485,41.147982],[-8.625402,41.148693],[-8.625807,41.150196],[-8.625933,41.151798],[-8.626752,41.152554],[-8.627499,41.152455],[-8.628876,41.152536],[-8.63037,41.152635],[-8.630343,41.152644],[-8.630964,41.152662],[-8.632449,41.152698],[-8.634465,41.152473],[-8.63631,41.152545],[-8.637876,41.152968],[-8.638551,41.153679],[-8.637696,41.155344],[-8.636841,41.157054],[-8.636256,41.158197],[-8.635869,41.158989],[-8.637849,41.159439],[-8.640153,41.159808],[-8.641476,41.160132],[-8.641098,41.160879],[-8.64063,41.161158]]"
6214,B,1382977900,"[[-8.607177,41.150295],[-8.607402,41.149701],[-8.60787,41.148765],[-8.608419,41.147775],[-8.608473,41.147649],[-8.608554,41.147496],[-8.608896,41.147451],[-8.609382,41.147523],[-8.61039,41.147865],[-8.610588,41.147928],[-8.61066,41.147892],[-8.610984,41.147856],[-8.612019,41.147946],[-8.620983,41.147505],[-8.622018,41.147541],[-8.622297,41.147712],[-8.6229,41.147919],[-8.624034,41.148279],[-8.625186,41.148738],[-8.625654,41.149953],[-8.625888,41.150538],[-8.625942,41.150628],[-8.626023,41.152059],[-8.626959,41.152572],[-8.628804,41.152608],[-8.63028,41.152707],[-8.630406,41.152644],[-8.631621,41.15268],[-8.633214,41.152599],[-8.635473,41.152446],[-8.636895,41.152896],[-8.638101,41.153427],[-8.63955,41.153472],[-8.641125,41.153751],[-8.642916,41.154291],[-8.645022,41.154534],[-8.646093,41.154462],[-8.647983,41.154309],[-8.648118,41.154228],[-8.6481,41.154219],[-8.648118,41.154237],[-8.648658,41.154228],[-8.648946,41.154318],[-8.649468,41.154345],[-8.649711,41.15439],[-8.65044,41.154111],[-8.650305,41.154093]]"
7914,B,1383481988,"[[-8.608716,41.147811],[-8.608509,41.14773],[-8.608707,41.147478],[-8.609625,41.147568],[-8.610507,41.147712],[-8.610498,41.147721],[-8.611497,41.147865],[-8.613306,41.14818],[-8.62272,41.14782],[-8.624196,41.148153],[-8.625492,41.148801],[-8.625771,41.150196],[-8.625798,41.151474],[-8.62614,41.152536],[-8.627859,41.152455],[-8.629614,41.152635],[-8.631333,41.152698],[-8.633241,41.152644],[-8.636076,41.1525],[-8.638731,41.153121],[-8.641107,41.153688],[-8.643456,41.154399],[-8.645859,41.154345],[-8.645985,41.153733]]"
15401,C,1373493625,"[[-8.614521,41.141304],[-8.614413,41.142015],[-8.614053,41.142879],[-8.612964,41.143698],[-8.611866,41.144526],[-8.611308,41.144976],[-8.611011,41.145084],[-8.610579,41.146065],[-8.609706,41.146722],[-8.608815,41.147244],[-8.608689,41.147505],[-8.610435,41.147748],[-8.612118,41.148018],[-8.613261,41.148333],[-8.614179,41.148261],[-8.61435,41.148198],[-8.614863,41.147496],[-8.614953,41.147442],[-8.61498,41.147415],[-8.615736,41.147334],[-8.617275,41.147289],[-8.618139,41.147946],[-8.619273,41.148648],[-8.620038,41.14782],[-8.621478,41.147514],[-8.624205,41.148216],[-8.625672,41.149314],[-8.625906,41.15142],[-8.626482,41.153373],[-8.627265,41.15547],[-8.628489,41.157135],[-8.627967,41.157432],[-8.628291,41.158179],[-8.629461,41.158683],[-8.630037,41.158422],[-8.630271,41.157243],[-8.631603,41.156928],[-8.632665,41.158008],[-8.633808,41.158737],[-8.637012,41.159259],[-8.638965,41.159547],[-8.638785,41.159358]]"
16053,B,1380127624,"[[-8.622981,41.150817],[-8.623035,41.150781],[-8.623089,41.150304],[-8.623035,41.149854],[-8.622936,41.149422],[-8.622783,41.148414],[-8.622765,41.148234],[-8.622747,41.14809],[-8.623458,41.148018],[-8.625159,41.148585],[-8.625546,41.149143],[-8.62578,41.150232],[-8.625888,41.150529],[-8.625915,41.150691],[-8.625879,41.151762],[-8.626014,41.152077],[-8.626176,41.152644],[-8.626203,41.15268],[-8.627112,41.1525],[-8.62785,41.152464],[-8.629164,41.152527],[-8.630883,41.152635],[-8.632116,41.152725],[-8.63379,41.15259],[-8.635473,41.152464],[-8.636931,41.152725],[-8.636985,41.152734],[-8.638092,41.153013],[-8.639784,41.1534],[-8.641494,41.153832],[-8.642079,41.154021],[-8.643546,41.154426],[-8.645544,41.15439],[-8.647497,41.154237],[-8.647983,41.154273],[-8.647974,41.154282],[-8.647992,41.154282],[-8.648172,41.154327],[-8.647668,41.154993],[-8.646525,41.155947],[-8.645292,41.15736],[-8.644689,41.158692],[-8.644077,41.158935],[-8.644032,41.158926],[-8.643987,41.158944],[-8.643987,41.158935]]"
16724,C,1374100172,"[[-8.610777,41.147883],[-8.610903,41.147865],[-8.610966,41.147946],[-8.612226,41.147991],[-8.613612,41.148189],[-8.614539,41.148027],[-8.614728,41.147847],[-8.615493,41.147442],[-8.615898,41.147262],[-8.615871,41.147244],[-8.616834,41.147154],[-8.617203,41.147208],[-8.618013,41.147235],[-8.618283,41.148216],[-8.61939,41.148522],[-8.619903,41.147874],[-8.621055,41.147523],[-8.622279,41.147739],[-8.623656,41.148099],[-8.624979,41.148549],[-8.625627,41.149314],[-8.62596,41.150925],[-8.625987,41.151672],[-8.626077,41.152176],[-8.626158,41.152419],[-8.627256,41.152401],[-8.629263,41.152545],[-8.631261,41.152671],[-8.633574,41.152653],[-8.636121,41.152536],[-8.638272,41.153022],[-8.638389,41.153967],[-8.637417,41.155893],[-8.636373,41.157927],[-8.636031,41.159142],[-8.637957,41.159448],[-8.640387,41.159817],[-8.642853,41.160321],[-8.643807,41.160591],[-8.643888,41.161545],[-8.644257,41.162328],[-8.64504,41.162463],[-8.645076,41.162391],[-8.645076,41.162373]]"
17010,A,1383837669,"[[-8.658963,41.148459],[-8.659233,41.148342],[-8.660412,41.149332],[-8.66061,41.150457],[-8.659386,41.150655],[-8.658108,41.150844],[-8.657901,41.150889],[-8.656308,41.151465],[-8.655471,41.151933],[-8.652726,41.152095],[-8.650593,41.153418],[-8.649279,41.15403],[-8.648586,41.154156],[-8.647497,41.15421],[-8.645121,41.154408],[-8.643015,41.154237],[-8.640747,41.153598],[-8.638884,41.153157],[-8.638263,41.154147],[-8.638092,41.154516],[-8.637498,41.155704],[-8.636661,41.157324],[-8.636049,41.157945],[-8.634132,41.157576],[-8.632782,41.157909],[-8.632728,41.157927],[-8.632719,41.157945],[-8.632656,41.157927],[-8.632089,41.157333],[-8.631558,41.156784],[-8.63109,41.156838],[-8.630442,41.157216],[-8.630145,41.157279],[-8.630019,41.15718],[-8.629524,41.156928],[-8.629659,41.156379],[-8.629578,41.156343]]"
17929,B,1388085407,"[[-8.613279,41.154363],[-8.613279,41.153868],[-8.612073,41.154156],[-8.613135,41.1552],[-8.615457,41.155659],[-8.617266,41.156001],[-8.617752,41.156037],[-8.618328,41.156163],[-8.61894,41.156217],[-8.619057,41.156271],[-8.619039,41.156289],[-8.619021,41.156289],[-8.619246,41.156298],[-8.620947,41.156613],[-8.62254,41.156883],[-8.62344,41.157009],[-8.623782,41.157045],[-8.6238,41.157045],[-8.6238,41.157036],[-8.623791,41.157054],[-8.624799,41.157234],[-8.626923,41.157594],[-8.62803,41.157846],[-8.628039,41.158224],[-8.629515,41.158917],[-8.629605,41.158854],[-8.630289,41.158314],[-8.632584,41.158521],[-8.635878,41.159088],[-8.637606,41.15934],[-8.638632,41.159538],[-8.64,41.159727],[-8.640693,41.159646],[-8.641107,41.158251],[-8.641404,41.157261],[-8.642142,41.155065],[-8.642385,41.154363],[-8.642385,41.154354],[-8.643132,41.154291],[-8.644239,41.154525],[-8.64585,41.154372],[-8.646174,41.15349],[-8.64747,41.152131],[-8.64747,41.152068]]"
19812,C,1403383297,"[[-8.611083,41.149458],[-8.611182,41.149062],[-8.611299,41.147964],[-8.61165,41.14791],[-8.612361,41.148126],[-8.613333,41.148297],[-8.61408,41.148333],[-8.61444,41.148117],[-8.614872,41.147379],[-8.614836,41.147406],[-8.614872,41.147415],[-8.61498,41.14728],[-8.616258,41.147172],[-8.617797,41.147199],[-8.618265,41.148387],[-8.619552,41.148531],[-8.620461,41.147442],[-8.622549,41.147757],[-8.624754,41.148423],[-8.625717,41.149746],[-8.625852,41.151663],[-8.626536,41.15394],[-8.626707,41.154336],[-8.626797,41.154651],[-8.628084,41.156487],[-8.628453,41.156856],[-8.628021,41.157639],[-8.627931,41.157963],[-8.628111,41.158476],[-8.629398,41.158899],[-8.630262,41.158305],[-8.631684,41.158377],[-8.633997,41.158791],[-8.635482,41.159043],[-8.636337,41.159196],[-8.63856,41.159538],[-8.640342,41.159853],[-8.640414,41.159871],[-8.640513,41.159853],[-8.641485,41.16015],[-8.641206,41.160825],[-8.640594,41.161212],[-8.640639,41.161266]]"
20794,B,1391081277,"[[-8.619876,41.148009],[-8.619885,41.148018],[-8.619975,41.147955],[-8.620317,41.147559],[-8.621271,41.147478],[-8.622675,41.147802],[-8.624142,41.148261],[-8.624808,41.148558],[-8.625636,41.149782],[-8.625852,41.15124],[-8.626104,41.152257],[-8.626365,41.152608],[-8.627697,41.152419],[-8.628822,41.152545],[-8.6301,41.152644],[-8.631549,41.152716],[-8.632116,41.152761],[-8.632251,41.152734],[-8.632278,41.152716],[-8.633304,41.152626],[-8.635077,41.152419],[-8.636886,41.152689],[-8.638641,41.15313],[-8.64054,41.15358],[-8.642349,41.154102],[-8.644176,41.154552],[-8.64621,41.154309],[-8.64774,41.154237],[-8.647848,41.154228],[-8.647866,41.154237],[-8.648667,41.154201],[-8.650323,41.153976],[-8.651394,41.152725],[-8.65332,41.152122],[-8.655426,41.152014],[-8.657181,41.15115],[-8.65764,41.150952],[-8.657199,41.150016],[-8.657181,41.149989]]"
25469,B,1379009808,"[[-8.610867,41.145813],[-8.610768,41.145786],[-8.610642,41.145759],[-8.610453,41.146056],[-8.609841,41.146461],[-8.608878,41.146956],[-8.608977,41.147397],[-8.609031,41.147667],[-8.610057,41.147892],[-8.610327,41.147865],[-8.611047,41.147973],[-8.61255,41.148153],[-8.621388,41.147343],[-8.62317,41.147757],[-8.624997,41.148378],[-8.625573,41.149404],[-8.625753,41.150124],[-8.625825,41.150322],[-8.625942,41.150727],[-8.62596,41.151627],[-8.626221,41.152491],[-8.62695,41.152446],[-8.62767,41.152455],[-8.629497,41.152581],[-8.630217,41.152545],[-8.630244,41.152509],[-8.630424,41.15259],[-8.631747,41.152626],[-8.63388,41.152554],[-8.635491,41.152374],[-8.637075,41.15268],[-8.638488,41.15304],[-8.638137,41.154399],[-8.637147,41.15637],[-8.636184,41.15826],[-8.635869,41.158818],[-8.635806,41.158917],[-8.635779,41.158989],[-8.635806,41.159061],[-8.637282,41.15925],[-8.639793,41.159763],[-8.640927,41.15997],[-8.641602,41.160276],[-8.640873,41.161131],[-8.640585,41.161221],[-8.640738,41.161347]]"
27473,B,1383556364,"[[-8.611002,41.1453],[-8.610867,41.145597],[-8.610309,41.146002],[-8.609859,41.146272],[-8.608977,41.146812],[-8.608842,41.147244],[-8.609679,41.14755],[-8.611155,41.147766],[-8.612946,41.148099],[-8.621388,41.147622],[-8.621838,41.147658],[-8.621973,41.147703],[-8.622846,41.147892],[-8.623791,41.148135],[-8.625402,41.148801],[-8.625645,41.149512],[-8.625843,41.150322],[-8.625915,41.150628],[-8.626005,41.151591],[-8.627085,41.152329],[-8.628138,41.152392],[-8.630217,41.152689],[-8.632413,41.152833],[-8.634231,41.152626],[-8.635302,41.1525],[-8.636526,41.152743],[-8.636553,41.15268],[-8.636886,41.152752],[-8.637102,41.152851],[-8.637354,41.15286],[-8.637732,41.15295],[-8.638569,41.153625],[-8.63793,41.154867],[-8.637264,41.156208],[-8.636544,41.157567],[-8.636076,41.158458],[-8.635977,41.15862],[-8.636148,41.159043],[-8.637381,41.159313],[-8.637867,41.159385],[-8.638056,41.159385],[-8.639451,41.159655],[-8.641701,41.16006],[-8.643996,41.160492],[-8.644104,41.160555],[-8.644113,41.160546]]"
