INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
3324,B,1379202157,"[[-8.627283,41.152104],[-8.627175,41.152122],[-8.626455,41.152194],[-8.626023,41.15205],[-8.625798,41.151276],[-8.625852,41.151096],[-8.6256,41.149476],[-8.625492,41.148909],[-8.62542,41.148882],[-8.625294,41.148837],[-8.625177,41.148792],[-8.624637,41.148306],[-8.623296,41.147829],[-8.622981,41.147838],[-8.622414,41.147712],[-8.622243,41.147667],[-8.622153,41.14764],[-8.621946,41.147586],[-8.621955,41.147586],[-8.621442,41.147496],[-8.621352,41.147487],[-8.620821,41.147424],[-8.620749,41.147442],[-8.620569,41.147415],[-8.6202,41.146605],[-8.620137,41.146308],[-8.620155,41.146299],[-8.61984,41.14611],[-8.618202,41.146335],[-8.618202,41.146335],[-8.617626,41.146236],[-8.617644,41.146191],[-8.617554,41.145696],[-8.617473,41.145282],[-8.617176,41.144796],[-8.616852,41.144814],[-8.616654,41.144904],[-8.616447,41.145003],[-8.616456,41.145021],[-8.616456,41.145012],[-8.616006,41.145219],[-8.615835,41.145318],[-8.615727,41.145363],[-8.615403,41.145507]]"
5431,B,1385455004,"[[-8.606484,41.144562],[-8.606493,41.144544],[-8.607078,41.144967],[-8.607186,41.145795],[-8.606871,41.146794],[-8.606835,41.146875],[-8.606772,41.147019],[-8.607582,41.147379],[-8.608086,41.147325],[-8.608419,41.147406],[-8.608689,41.147469],[-8.609202,41.14755],[-8.609274,41.147559],[-8.610516,41.147838],[-8.61219,41.147991],[-8.619921,41.147829],[-8.620209,41.147541],[-8.620146,41.146956],[-8.620011,41.146812],[-8.620029,41.146812],[-8.620038,41.146821],[-8.61966,41.146245],[-8.619147,41.146182],[-8.617689,41.146308]]"
7180,B,1399043414,"[[-8.628822,41.160987],[-8.628768,41.161023],[-8.628651,41.161005],[-8.628633,41.160924],[-8.628633,41.160915],[-8.62839,41.160807],[-8.62875,41.159637],[-8.628858,41.159286],[-8.628921,41.159052],[-8.629119,41.158944],[-8.629785,41.158719],[-8.630244,41.157864],[-8.630073,41.157387],[-8.629074,41.15718],[-8.628192,41.156604],[-8.627544,41.155821],[-8.626878,41.154975],[-8.626914,41.154903],[-8.626941,41.154876],[-8.62695,41.154876],[-8.626626,41.153913],[-8.626464,41.153526],[-8.626293,41.152986],[-8.626284,41.152941],[-8.626266,41.152941],[-8.626266,41.152932],[-8.626257,41.152932],[-8.626257,41.152914],[-8.626239,41.15286],[-8.625843,41.15151],[-8.62569,41.149971],[-8.625474,41.148864],[-8.625393,41.148909],[-8.625321,41.148585],[-8.623656,41.148027],[-8.62299,41.147892],[-8.622756,41.147883],[-8.621361,41.14755],[-8.620353,41.147055],[-8.619579,41.146146],[-8.617995,41.146362],[-8.617419,41.145453],[-8.616411,41.14512],[-8.614764,41.145804],[-8.614116,41.145876],[-8.613945,41.145993],[-8.613765,41.146047],[-8.613747,41.146074],[-8.613693,41.146029],[-8.613432,41.14593],[-8.613342,41.145993],[-8.612838,41.146038],[-8.612757,41.146047],[-8.612568,41.146074],[-8.611632,41.146128],[-8.611191,41.146218],[-8.611182,41.14629],[-8.611191,41.146344],[-8.611209,41.146362]]"
7420,B,1381500412,"[[-8.630694,41.154876],[-8.630694,41.154867],[-8.63073,41.154687],[-8.630685,41.153751],[-8.630289,41.152545],[-8.627922,41.152419],[-8.626842,41.15214],[-8.62632,41.152302],[-8.62632,41.152302],[-8.626311,41.152302],[-8.626491,41.152599],[-8.628534,41.152491],[-8.628759,41.153112],[-8.628822,41.154687],[-8.628669,41.155146],[-8.628417,41.155524],[-8.628732,41.15628],[-8.629335,41.156505],[-8.629533,41.156514],[-8.629614,41.156424],[-8.629596,41.156406],[-8.629578,41.156397],[-8.629614,41.156451],[-8.629614,41.156487],[-8.62956,41.156451],[-8.629578,41.156487],[-8.629605,41.156478],[-8.629623,41.156379],[-8.629596,41.156316],[-8.62965,41.156415],[-8.629641,41.156424],[-8.629632,41.156325],[-8.629695,41.155956],[-8.629146,41.155182],[-8.628183,41.15538],[-8.627472,41.155551],[-8.626797,41.154372],[-8.626311,41.152932],[-8.626302,41.15286],[-8.626185,41.152464],[-8.625951,41.150844],[-8.625618,41.14935],[-8.62533,41.148567],[-8.623431,41.147937],[-8.62182,41.147541],[-8.620713,41.147325],[-8.620542,41.147334],[-8.620551,41.147352],[-8.62038,41.147199],[-8.620272,41.146668],[-8.620182,41.146281],[-8.61858,41.146254],[-8.617608,41.146137],[-8.617239,41.144895],[-8.615772,41.14539],[-8.614332,41.14593],[-8.613594,41.145876],[-8.612721,41.146002],[-8.61255,41.146056],[-8.612181,41.145957],[-8.610849,41.145984],[-8.61084,41.14566],[-8.610849,41.145633],[-8.610885,41.145579],[-8.610912,41.145561]]"
8342,C,1380403519,"[[-8.63019,41.15268],[-8.628885,41.152581],[-8.626995,41.152563],[-8.626473,41.152527],[-8.626086,41.152257],[-8.625852,41.150583],[-8.625465,41.148801],[-8.623593,41.147991],[-8.62137,41.147433],[-8.620263,41.146812],[-8.619588,41.146074],[-8.617806,41.146344],[-8.617374,41.145219],[-8.61624,41.14512],[-8.615592,41.145408],[-8.614134,41.145975],[-8.612658,41.14602],[-8.611398,41.146146],[-8.611038,41.147433],[-8.610984,41.147739],[-8.610975,41.147739],[-8.610966,41.147802],[-8.610651,41.148801],[-8.610291,41.149935],[-8.609985,41.150934],[-8.609571,41.1516],[-8.609967,41.152455],[-8.609994,41.152977],[-8.610048,41.152977],[-8.610057,41.152977]]"
18184,C,1380587698,"[[-8.628093,41.157459],[-8.627904,41.157711],[-8.628291,41.158485],[-8.629956,41.158593],[-8.630325,41.157378],[-8.628858,41.156955],[-8.628768,41.156964],[-8.628102,41.156505],[-8.627004,41.155038],[-8.626464,41.153472],[-8.626221,41.152815],[-8.626068,41.152374],[-8.625816,41.150835],[-8.625609,41.149152],[-8.625591,41.148909],[-8.62506,41.14845],[-8.623377,41.147928],[-8.621964,41.14755],[-8.620425,41.147226],[-8.620029,41.146083],[-8.618193,41.146308],[-8.617509,41.145714],[-8.616942,41.144841],[-8.615466,41.145552],[-8.614188,41.146011],[-8.613036,41.145975],[-8.611461,41.146101],[-8.611011,41.147055],[-8.610867,41.147649],[-8.610867,41.147658],[-8.610894,41.147685],[-8.610714,41.14845],[-8.610651,41.148603],[-8.610651,41.14863],[-8.61066,41.148657]]"
18472,B,1401572439,"[[-8.630658,41.154912],[-8.630667,41.154624],[-8.630595,41.15313],[-8.629812,41.152518],[-8.627121,41.152464],[-8.626167,41.152437],[-8.626167,41.15241],[-8.62587,41.151474],[-8.625618,41.149296],[-8.625555,41.148882],[-8.625582,41.148891],[-8.624358,41.148216],[-8.621532,41.147469],[-8.620389,41.147145],[-8.620218,41.146407],[-8.618868,41.146218],[-8.61759,41.146011],[-8.617428,41.145363],[-8.616798,41.144913],[-8.615511,41.145588],[-8.615268,41.146614],[-8.615214,41.146704],[-8.615178,41.146758],[-8.615223,41.146758],[-8.615241,41.146767],[-8.615187,41.146785]]"
20962,A,1388437463,"[[-8.640567,41.161185],[-8.640513,41.161167],[-8.640621,41.161158],[-8.640315,41.161536],[-8.639244,41.162598],[-8.638182,41.163282],[-8.636715,41.164128],[-8.635095,41.163876],[-8.633016,41.162643],[-8.631603,41.161041],[-8.630226,41.159439],[-8.630109,41.159133],[-8.63028,41.159007],[-8.630136,41.158503],[-8.630379,41.157828],[-8.630136,41.157369],[-8.629164,41.157027],[-8.627994,41.156415],[-8.626842,41.154606],[-8.626302,41.153211],[-8.626248,41.153049],[-8.626248,41.153031],[-8.625969,41.151924],[-8.625807,41.150493],[-8.625555,41.149197],[-8.625492,41.148954],[-8.625438,41.148792],[-8.62434,41.148144],[-8.622018,41.147667],[-8.620425,41.147307],[-8.620164,41.146524],[-8.619732,41.146056],[-8.618607,41.146083],[-8.618292,41.14494],[-8.618229,41.143824],[-8.61759,41.143212],[-8.616996,41.142681],[-8.617086,41.142537],[-8.617536,41.142375],[-8.617707,41.142312],[-8.617761,41.142276],[-8.617788,41.142276],[-8.617797,41.142285],[-8.61786,41.14224]]"
22007,C,1392516190,"[[-8.597979,41.14512],[-8.598087,41.145507],[-8.598258,41.145777],[-8.598888,41.145894],[-8.600904,41.145633],[-8.601768,41.145678],[-8.602929,41.145552],[-8.603415,41.145435],[-8.604693,41.144598],[-8.605953,41.144265],[-8.607429,41.145345],[-8.606889,41.146533],[-8.607582,41.147235],[-8.608365,41.147352],[-8.609094,41.147406],[-8.610399,41.147658],[-8.610408,41.147649],[-8.610939,41.147757],[-8.612262,41.148117],[-8.612388,41.148153],[-8.612397,41.148135],[-8.612406,41.148153],[-8.612415,41.148162],[-8.612424,41.148153]]"
24082,B,1382214644,"[[-8.628183,41.157396],[-8.628138,41.158413],[-8.629533,41.158818],[-8.630271,41.158035],[-8.629803,41.157108],[-8.6283,41.156667],[-8.627049,41.155128],[-8.626887,41.15475],[-8.626914,41.154777],[-8.626923,41.15475],[-8.62686,41.154543],[-8.626329,41.15295],[-8.626284,41.152878],[-8.626275,41.152887],[-8.626275,41.152887],[-8.626284,41.152887],[-8.625897,41.151591],[-8.625735,41.14971],[-8.625573,41.149062],[-8.625582,41.14908],[-8.625546,41.148918],[-8.624115,41.148171],[-8.622009,41.147586],[-8.620335,41.147082],[-8.620155,41.1462],[-8.61849,41.146263],[-8.617626,41.146173],[-8.617167,41.144778],[-8.615961,41.145282],[-8.614962,41.145705],[-8.614872,41.145741],[-8.613801,41.146038],[-8.612865,41.145957],[-8.612379,41.145984],[-8.612208,41.145993],[-8.612217,41.146353],[-8.612091,41.147658],[-8.612514,41.148171],[-8.612991,41.148558],[-8.612955,41.149197],[-8.612973,41.149908],[-8.613324,41.149998],[-8.614593,41.149971],[-8.614692,41.149863],[-8.614683,41.149836],[-8.614746,41.149872]]"
