INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
817,C,1380851761,"[[-8.598492,41.17779],[-8.599014,41.177925],[-8.599005,41.177925],[-8.599158,41.17806],[-8.60049,41.178897],[-8.603415,41.179752],[-8.605152,41.180202],[-8.606223,41.178663],[-8.607888,41.177052],[-8.609958,41.177115],[-8.612298,41.176881],[-8.614557,41.177772],[-8.617221,41.178375],[-8.618778,41.178357],[-8.619939,41.1768],[-8.621649,41.176989],[-8.624097,41.177682],[-8.624799,41.177556],[-8.624835,41.177448],[-8.624808,41.177484]]"
13433,B,1395250980,"[[-8.602902,41.179608],[-8.603334,41.179707],[-8.603748,41.179869],[-8.603757,41.17986],[-8.603757,41.179887],[-8.603739,41.179941],[-8.603712,41.179986],[-8.603712,41.179941],[-8.603757,41.179923],[-8.603829,41.179932],[-8.603847,41.179923],[-8.604054,41.179968],[-8.604189,41.180049],[-8.604243,41.180094],[-8.604252,41.180085],[-8.604387,41.180112],[-8.605026,41.180292],[-8.605593,41.179419],[-8.606565,41.178303],[-8.607294,41.177547],[-8.608005,41.177025],[-8.608293,41.1759],[-8.608131,41.175324],[-8.607987,41.175261],[-8.607987,41.175288],[-8.607267,41.175171],[-8.606772,41.174919],[-8.606736,41.17482],[-8.606754,41.174838],[-8.60679,41.174856],[-8.606439,41.17455],[-8.606052,41.174136],[-8.606034,41.174145],[-8.606025,41.174145],[-8.605998,41.174073],[-8.605728,41.173236],[-8.605413,41.171994],[-8.605323,41.171166],[-8.60508,41.17104],[-8.605071,41.171049],[-8.605269,41.170653],[-8.606304,41.169348],[-8.60652,41.167827],[-8.606511,41.167638],[-8.60652,41.166765],[-8.606493,41.165901],[-8.606493,41.165901],[-8.606493,41.165901],[-8.606457,41.165604],[-8.605584,41.165199],[-8.605314,41.164857]]"
14084,B,1395070509,"[[-8.600049,41.182695],[-8.600238,41.182812],[-8.598717,41.182416],[-8.597376,41.181804],[-8.598168,41.180202],[-8.599095,41.178312],[-8.600094,41.176341],[-8.599887,41.174856],[-8.599896,41.174856],[-8.599941,41.174829],[-8.599941,41.174829],[-8.600094,41.174478],[-8.602074,41.173794],[-8.604855,41.173758],[-8.605656,41.173758],[-8.605638,41.17374],[-8.605638,41.17374],[-8.605638,41.173731],[-8.605647,41.173722],[-8.605809,41.173587],[-8.604981,41.172246],[-8.604531,41.171517],[-8.605278,41.170572],[-8.606124,41.169528],[-8.606511,41.168439],[-8.60652,41.168061],[-8.606493,41.167494],[-8.606538,41.166711],[-8.607294,41.166675],[-8.607303,41.166612],[-8.607312,41.166585],[-8.607312,41.166567]]"
20151,B,1387880348,"[[-8.613225,41.166855],[-8.613324,41.166648],[-8.612667,41.166441],[-8.612307,41.166819],[-8.61201,41.167179],[-8.611866,41.167125],[-8.611947,41.167521],[-8.612703,41.169321],[-8.612811,41.171022],[-8.612685,41.1723],[-8.613162,41.173803],[-8.613432,41.174856],[-8.61399,41.176242],[-8.612775,41.176575],[-8.610885,41.176917],[-8.609202,41.177313],[-8.609238,41.178591],[-8.609328,41.180418],[-8.6094,41.182146],[-8.609427,41.183775],[-8.608554,41.184639],[-8.605539,41.184225],[-8.603739,41.183802],[-8.60373,41.183811],[-8.603226,41.183613],[-8.601579,41.183208],[-8.601462,41.182776],[-8.601192,41.18256],[-8.601318,41.181903]]"
20758,A,1380985505,"[[-8.582346,41.170167],[-8.582355,41.170149],[-8.582373,41.170131],[-8.582391,41.170122],[-8.582391,41.170113],[-8.582355,41.17014],[-8.583129,41.17041],[-8.584173,41.169906],[-8.585865,41.170383],[-8.586126,41.170482],[-8.586108,41.170491],[-8.586711,41.170248],[-8.587143,41.169402],[-8.58825,41.16888],[-8.59014,41.168925],[-8.592984,41.170815],[-8.59653,41.171913],[-8.600571,41.171292],[-8.605305,41.17185],[-8.608968,41.173974],[-8.612847,41.174838],[-8.613747,41.175324],[-8.614161,41.176737],[-8.614152,41.177205],[-8.614134,41.17725],[-8.614062,41.178114],[-8.613936,41.179365],[-8.613072,41.179419],[-8.612604,41.178843],[-8.612253,41.178825]]"
25052,B,1380907003,"[[-8.612145,41.172768],[-8.612136,41.172777],[-8.612235,41.172759],[-8.612217,41.172768],[-8.612199,41.172777],[-8.61255,41.172759],[-8.612595,41.172723],[-8.612757,41.172543],[-8.612703,41.171661],[-8.612406,41.171103],[-8.611191,41.170869],[-8.60976,41.170113],[-8.608617,41.169474],[-8.608077,41.169681],[-8.606925,41.169879],[-8.606331,41.169825],[-8.604981,41.169861],[-8.603793,41.169978],[-8.60364,41.169978],[-8.60346,41.169753],[-8.60346,41.168547],[-8.60346,41.167521],[-8.603388,41.166522],[-8.603163,41.166171],[-8.603055,41.165973],[-8.602866,41.165676],[-8.602623,41.165316],[-8.602263,41.164776],[-8.601858,41.164137],[-8.60175,41.164002],[-8.601723,41.163984],[-8.601669,41.163903],[-8.601003,41.164173],[-8.600256,41.164767],[-8.600265,41.164821],[-8.599473,41.165235],[-8.598807,41.16546],[-8.598816,41.16546],[-8.598816,41.16546],[-8.598807,41.165451],[-8.598744,41.165442],[-8.597493,41.165217],[-8.597655,41.163822],[-8.598024,41.162391],[-8.598042,41.1624],[-8.598051,41.162391],[-8.59806,41.162373],[-8.598051,41.162382],[-8.598051,41.162391]]"
25484,C,1397496457,"[[-8.605836,41.184504],[-8.605845,41.184531],[-8.605854,41.184531],[-8.605854,41.184513],[-8.605944,41.184531],[-8.608266,41.184747],[-8.609427,41.184567],[-8.609418,41.184567],[-8.609409,41.184576],[-8.609544,41.183676],[-8.609472,41.181939],[-8.609409,41.180877],[-8.609319,41.179149],[-8.609274,41.177646],[-8.609193,41.177376],[-8.608743,41.17716],[-8.608095,41.176467],[-8.60877,41.175342],[-8.60958,41.174478],[-8.608599,41.174208],[-8.608671,41.174217],[-8.60868,41.174217],[-8.608671,41.174235],[-8.608662,41.174244],[-8.608662,41.174262],[-8.608662,41.174262],[-8.608662,41.174262],[-8.608662,41.174253],[-8.608671,41.174244],[-8.60868,41.174244],[-8.608689,41.174235],[-8.608698,41.174226],[-8.608698,41.174235],[-8.608698,41.174226],[-8.608698,41.174226],[-8.608716,41.174208],[-8.608707,41.174217],[-8.608689,41.174226],[-8.60868,41.174226],[-8.608689,41.174217],[-8.608698,41.174208],[-8.608707,41.17419],[-8.608716,41.17419]]"
28221,A,1380635057,"[[-8.606592,41.163174],[-8.60661,41.163183],[-8.606673,41.163192],[-8.606448,41.164209],[-8.60643,41.165514],[-8.606493,41.166576],[-8.606448,41.168187],[-8.605773,41.169825],[-8.60499,41.170788],[-8.604981,41.170797],[-8.604126,41.172093],[-8.60544,41.17302],[-8.605458,41.173011],[-8.605845,41.173767],[-8.605899,41.173965],[-8.606178,41.174469],[-8.607195,41.175171],[-8.608383,41.175387],[-8.608032,41.176557],[-8.608725,41.177214],[-8.609229,41.178645],[-8.609337,41.180733],[-8.609427,41.182812],[-8.609427,41.18445],[-8.606808,41.184504],[-8.604621,41.184],[-8.603541,41.183739],[-8.601813,41.183262],[-8.601462,41.182767],[-8.600985,41.182452],[-8.601336,41.181777],[-8.601264,41.181714],[-8.601255,41.181678]]"
29783,C,1379606358,"[[-8.589285,41.169591],[-8.589294,41.169699],[-8.589852,41.169384],[-8.591292,41.168538],[-8.592759,41.167737],[-8.593704,41.167269],[-8.594262,41.167818],[-8.59365,41.168457],[-8.594271,41.169303],[-8.594694,41.169555],[-8.595945,41.169609],[-8.596971,41.169681],[-8.596971,41.169672],[-8.598546,41.169735],[-8.600805,41.169861],[-8.602353,41.169915],[-8.603685,41.169987],[-8.60562,41.169699],[-8.606565,41.170482],[-8.607141,41.170293],[-8.60814,41.170257],[-8.60832,41.17104],[-8.607483,41.17095],[-8.607546,41.170644],[-8.607564,41.170626]]"
34996,B,1389890234,"[[-8.589312,41.169699],[-8.589321,41.169726],[-8.588961,41.16969],[-8.587575,41.169141],[-8.587755,41.168844],[-8.589159,41.168547],[-8.591094,41.169546],[-8.593596,41.171202],[-8.596314,41.17194],[-8.599545,41.171382],[-8.602902,41.171769],[-8.604684,41.172759],[-8.605755,41.173407],[-8.605737,41.173425],[-8.605728,41.173434],[-8.605971,41.174181],[-8.607213,41.175216],[-8.608401,41.175396],[-8.608689,41.175396],[-8.609049,41.176116],[-8.608878,41.176863]]"
