INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
724,B,1397600604,"[[-8.611065,41.149458],[-8.610858,41.14935],[-8.610678,41.149278],[-8.610687,41.149233],[-8.610354,41.149413],[-8.609778,41.150727],[-8.609985,41.151996],[-8.610003,41.1534],[-8.610021,41.153661],[-8.609571,41.154561],[-8.610408,41.154741],[-8.612028,41.155164],[-8.612325,41.156703],[-8.612415,41.157684],[-8.612073,41.158665],[-8.61174,41.159943],[-8.611524,41.161302],[-8.611308,41.161671],[-8.611164,41.161689],[-8.611047,41.162112],[-8.610894,41.163813],[-8.611065,41.165667],[-8.61192,41.167746],[-8.61282,41.169735],[-8.613288,41.170491],[-8.614152,41.171121],[-8.614854,41.171085],[-8.616825,41.170563],[-8.618148,41.169762],[-8.618472,41.169681],[-8.618436,41.169708]]"
3149,A,1396813852,"[[-8.637453,41.16276],[-8.638335,41.162355],[-8.638758,41.162778],[-8.636958,41.163615],[-8.636463,41.164038],[-8.634528,41.163606],[-8.632998,41.162724],[-8.632593,41.162283],[-8.631081,41.162787],[-8.628552,41.163795],[-8.625447,41.163507],[-8.624952,41.163426],[-8.62497,41.163408],[-8.623458,41.163183],[-8.620479,41.162679],[-8.617176,41.162418],[-8.616654,41.162481],[-8.615457,41.162292],[-8.614386,41.162373],[-8.614107,41.162472],[-8.61219,41.161995],[-8.611542,41.161788],[-8.610759,41.161716],[-8.608149,41.161293],[-8.605665,41.160816],[-8.604945,41.160672],[-8.60337,41.160258],[-8.602191,41.159763],[-8.602164,41.159754]]"
4447,B,1385020387,"[[-8.628327,41.157081],[-8.627967,41.156883],[-8.627913,41.157171],[-8.627868,41.157882],[-8.62668,41.15835],[-8.625231,41.159187],[-8.625015,41.159673],[-8.624016,41.159979],[-8.622261,41.160375],[-8.6211,41.160429],[-8.620704,41.161419],[-8.619471,41.161806],[-8.617869,41.162319],[-8.616204,41.162409],[-8.614953,41.162355],[-8.614881,41.162562],[-8.614557,41.162535],[-8.613495,41.162391],[-8.612676,41.162256],[-8.61129,41.162067],[-8.611101,41.162553],[-8.610993,41.162706],[-8.610966,41.163651],[-8.610885,41.16429],[-8.610948,41.164398],[-8.610939,41.164596],[-8.611416,41.16618],[-8.612163,41.167908],[-8.613036,41.170014],[-8.612919,41.171067],[-8.612154,41.171022],[-8.611542,41.171328],[-8.611047,41.172327],[-8.61102,41.172498],[-8.611038,41.172579]]"
5971,B,1396615993,"[[-8.621163,41.160735],[-8.621649,41.160501],[-8.621289,41.160285],[-8.621154,41.160807],[-8.620344,41.161662],[-8.618994,41.162319],[-8.617689,41.162445],[-8.616888,41.162364],[-8.616537,41.16231],[-8.614962,41.162094],[-8.61462,41.161887],[-8.614584,41.162022],[-8.614053,41.161986],[-8.612091,41.161752],[-8.611632,41.161752],[-8.611263,41.16222],[-8.6112,41.162706],[-8.611155,41.165037],[-8.611551,41.166135],[-8.611812,41.166711],[-8.612118,41.167539],[-8.612712,41.169186],[-8.612964,41.17041],[-8.612604,41.170995],[-8.611551,41.171013],[-8.611479,41.172057],[-8.611353,41.17257],[-8.611254,41.172678],[-8.6112,41.172696],[-8.611164,41.172696],[-8.611182,41.172705]]"
7240,B,1388760816,"[[-8.632314,41.164443],[-8.632323,41.164407],[-8.633151,41.163948],[-8.633403,41.163192],[-8.632593,41.162112],[-8.63091,41.162805],[-8.629038,41.163615],[-8.626311,41.163462],[-8.625042,41.163363],[-8.625015,41.163381],[-8.625006,41.163408],[-8.625006,41.163426],[-8.623971,41.163291],[-8.622324,41.162886],[-8.620668,41.162733],[-8.618859,41.162589],[-8.617347,41.162436],[-8.615223,41.162202],[-8.614665,41.162238],[-8.61318,41.161905],[-8.612982,41.161869],[-8.611929,41.161761],[-8.611794,41.161761],[-8.611767,41.161779],[-8.611623,41.161761],[-8.610354,41.161554],[-8.609877,41.161554],[-8.609796,41.161572],[-8.609769,41.161572],[-8.609751,41.161572],[-8.609733,41.161572],[-8.609238,41.161455],[-8.607249,41.161086],[-8.60526,41.160735],[-8.60499,41.160519]]"
15035,B,1380610577,"[[-8.609373,41.177295],[-8.60949,41.177295],[-8.610948,41.176944],[-8.612316,41.176917],[-8.613801,41.177466],[-8.614116,41.177457],[-8.614188,41.177268],[-8.614188,41.177106],[-8.614251,41.17662],[-8.614152,41.176233],[-8.61363,41.174901],[-8.613315,41.173965],[-8.613198,41.17356],[-8.613162,41.17329],[-8.613135,41.173281],[-8.612856,41.17248],[-8.612856,41.171724],[-8.613018,41.171085],[-8.612946,41.169717],[-8.612262,41.168178],[-8.611758,41.166864],[-8.611524,41.166423],[-8.611551,41.16618],[-8.611299,41.165604],[-8.611218,41.165559],[-8.611209,41.16555],[-8.611146,41.16492],[-8.611101,41.164272],[-8.61102,41.163903],[-8.611002,41.163741],[-8.610993,41.163723],[-8.611182,41.163219],[-8.611119,41.162967],[-8.611101,41.162958],[-8.611083,41.162949],[-8.611146,41.162643],[-8.611263,41.162409]]"
16257,B,1394451671,"[[-8.628696,41.169807],[-8.628372,41.169744],[-8.62677,41.169771],[-8.625744,41.169843],[-8.625573,41.168997],[-8.625402,41.168142],[-8.625375,41.168088],[-8.625357,41.16807],[-8.625231,41.167422],[-8.625069,41.166441],[-8.624898,41.165829],[-8.624844,41.165433],[-8.624844,41.164839],[-8.624871,41.164848],[-8.624835,41.164038],[-8.624799,41.163417],[-8.624097,41.163273],[-8.622144,41.162868],[-8.621037,41.162742],[-8.621064,41.162769],[-8.620119,41.162706],[-8.617995,41.162526],[-8.616807,41.162427],[-8.616618,41.162418],[-8.614836,41.162157],[-8.61417,41.162085],[-8.612379,41.16186],[-8.611686,41.16177],[-8.61165,41.161788],[-8.611623,41.161788],[-8.611371,41.161734],[-8.609553,41.161473],[-8.607915,41.16114],[-8.606205,41.160825],[-8.60454,41.16051],[-8.604216,41.16087],[-8.604009,41.16123]]"
17277,B,1393511114,"[[-8.607096,41.150367],[-8.607141,41.150403],[-8.607321,41.15016],[-8.608293,41.150385],[-8.609247,41.150628],[-8.609463,41.15061],[-8.609931,41.150718],[-8.609724,41.151186],[-8.609751,41.151195],[-8.609544,41.15151],[-8.609778,41.151843],[-8.609949,41.152059],[-8.609985,41.153283],[-8.609364,41.154723],[-8.609238,41.156091],[-8.609211,41.157],[-8.608878,41.157972],[-8.608212,41.159394],[-8.607546,41.160834],[-8.606592,41.163615],[-8.606241,41.1642],[-8.606277,41.164191],[-8.606286,41.164272],[-8.606322,41.165244],[-8.605737,41.16537],[-8.604153,41.165415],[-8.602749,41.16546],[-8.601894,41.166108],[-8.601705,41.166675],[-8.60229,41.167116],[-8.602821,41.167449],[-8.60283,41.16744]]"
19399,B,1376485666,"[[-8.628354,41.157378],[-8.628327,41.157387],[-8.628354,41.157423],[-8.628003,41.158017],[-8.627292,41.158854],[-8.625681,41.15961],[-8.62515,41.159808],[-8.624655,41.159961],[-8.623359,41.160375],[-8.621748,41.160357],[-8.621172,41.160843],[-8.620506,41.161599],[-8.618958,41.162382],[-8.617122,41.162535],[-8.616753,41.162373],[-8.616636,41.162373],[-8.615007,41.16222],[-8.612505,41.161941],[-8.611236,41.161968],[-8.611182,41.162571],[-8.611146,41.162562],[-8.611146,41.162553],[-8.611047,41.16339],[-8.611092,41.165082],[-8.611488,41.166801],[-8.612271,41.168484],[-8.611092,41.169564],[-8.611362,41.169969],[-8.611371,41.16996],[-8.611371,41.16996]]"
19462,A,1391524730,"[[-8.615628,41.171697],[-8.615628,41.171697],[-8.615502,41.171652],[-8.614665,41.171265],[-8.61417,41.171355],[-8.613522,41.171733],[-8.613396,41.171832],[-8.613279,41.171859],[-8.612757,41.171553],[-8.612847,41.170527],[-8.61282,41.169573],[-8.612793,41.169483],[-8.612316,41.16843],[-8.612073,41.167944],[-8.611533,41.166666],[-8.611047,41.165523],[-8.610912,41.166099],[-8.610885,41.166882],[-8.610885,41.166909]]"
