INDEX,CALL_TYPE,TIMESTAMP,POLYLINE
2949,C,1395005837,"[[-8.612523,41.140458],[-8.612523,41.140449],[-8.612046,41.140512],[-8.610489,41.140746],[-8.610057,41.140872],[-8.614512,41.141259],[-8.613981,41.142843],[-8.612217,41.144382],[-8.611605,41.145039],[-8.614332,41.142177],[-8.616249,41.140404],[-8.618508,41.141421],[-8.622252,41.143914],[-8.623629,41.144166],[-8.625861,41.144688],[-8.628264,41.144607],[-8.630406,41.145444],[-8.630928,41.145831],[-8.632341,41.146695],[-8.633772,41.147379],[-8.642655,41.148063],[-8.645427,41.148342],[-8.647974,41.148234],[-8.649333,41.147838],[-8.651655,41.14809],[-8.653383,41.148558],[-8.655102,41.148],[-8.657055,41.147091],[-8.659053,41.146911],[-8.660781,41.147361],[-8.661924,41.147577],[-8.663787,41.147937],[-8.665461,41.147982],[-8.667792,41.147775],[-8.669682,41.14845],[-8.673201,41.149242],[-8.675577,41.149629],[-8.678376,41.153112],[-8.680482,41.156037]]"
3855,C,1402156044,"[[-8.617446,41.145642],[-8.61732,41.145111],[-8.616483,41.144994],[-8.615403,41.145678],[-8.615223,41.146452],[-8.615205,41.146506],[-8.615178,41.146722],[-8.615151,41.14701],[-8.615124,41.147154],[-8.615799,41.147253],[-8.616177,41.147145],[-8.617266,41.147109],[-8.618103,41.147703],[-8.620245,41.147451],[-8.621811,41.147424],[-8.62254,41.147676],[-8.625366,41.148684],[-8.625825,41.151519],[-8.625834,41.151672],[-8.625852,41.151744],[-8.625978,41.152104],[-8.628939,41.152401],[-8.629866,41.152473],[-8.63136,41.152536],[-8.631927,41.152635],[-8.631972,41.152599],[-8.632575,41.15259],[-8.634627,41.152356],[-8.636877,41.152617],[-8.637138,41.15268],[-8.637498,41.15277],[-8.63937,41.153229],[-8.641611,41.153778],[-8.643807,41.154435],[-8.647254,41.154219],[-8.647875,41.154183],[-8.648289,41.154147],[-8.650332,41.154066],[-8.651421,41.152716],[-8.65377,41.152086],[-8.654769,41.152086],[-8.656821,41.151249],[-8.656866,41.151159],[-8.656857,41.151195],[-8.657955,41.150934],[-8.659188,41.151951],[-8.658531,41.15367],[-8.657847,41.154615],[-8.65836,41.155074],[-8.658927,41.154912],[-8.658936,41.154921],[-8.658972,41.154957],[-8.658981,41.154939]]"
17782,B,1374341697,"[[-8.614017,41.141133],[-8.61426,41.141097],[-8.614791,41.140989],[-8.614872,41.140962],[-8.614944,41.140935],[-8.614998,41.140935],[-8.61507,41.140899],[-8.615277,41.140818],[-8.61561,41.140701],[-8.616267,41.140503],[-8.616402,41.140503],[-8.616717,41.140602],[-8.617635,41.141043],[-8.617968,41.141187],[-8.617977,41.141196],[-8.618328,41.141367],[-8.619084,41.141808],[-8.61993,41.142348],[-8.620857,41.143122],[-8.621496,41.143563],[-8.62173,41.143689],[-8.622936,41.144121],[-8.624565,41.144643],[-8.62632,41.144832],[-8.628354,41.144733],[-8.630397,41.145381],[-8.630829,41.145696],[-8.630802,41.145696],[-8.630883,41.14575],[-8.631657,41.146335],[-8.633205,41.147217],[-8.635023,41.147919],[-8.63649,41.148288],[-8.637984,41.148423],[-8.639928,41.148522],[-8.641854,41.14818],[-8.643897,41.148153],[-8.645922,41.148432],[-8.647992,41.148405],[-8.649585,41.14791],[-8.650827,41.148045],[-8.652168,41.148234],[-8.652348,41.148243],[-8.653176,41.148423],[-8.648442,41.15349],[-8.648406,41.153841],[-8.648388,41.154183],[-8.650305,41.153949],[-8.652078,41.152293],[-8.65512,41.152113],[-8.656722,41.151348],[-8.658423,41.15115],[-8.659134,41.152689],[-8.658261,41.153832],[-8.658198,41.154993],[-8.659431,41.156154],[-8.660439,41.157702],[-8.660151,41.159457],[-8.659953,41.159871],[-8.659944,41.159871],[-8.659962,41.159871]]"
19739,B,1383833725,"[[-8.674038,41.153985],[-8.673939,41.154021],[-8.673624,41.154597],[-8.67249,41.15475],[-8.671527,41.154003],[-8.671059,41.153634],[-8.669538,41.152563],[-8.668197,41.151816],[-8.668161,41.151807],[-8.666631,41.151186],[-8.663859,41.150565],[-8.66196,41.150439],[-8.659566,41.150655],[-8.658693,41.150781],[-8.657514,41.151033],[-8.65557,41.151906],[-8.655336,41.151996],[-8.655201,41.152041],[-8.653221,41.152113],[-8.650836,41.153202],[-8.649648,41.153904],[-8.647209,41.15421],[-8.644122,41.154516],[-8.641953,41.154003],[-8.639784,41.153454],[-8.638848,41.153202],[-8.638362,41.153922],[-8.637552,41.155524],[-8.636634,41.157369],[-8.636193,41.157927],[-8.634942,41.157702],[-8.63334,41.157621],[-8.632845,41.157873],[-8.632575,41.157855],[-8.63253,41.157774],[-8.631873,41.15709],[-8.631621,41.156838],[-8.631621,41.156838],[-8.631369,41.156622],[-8.630568,41.155515],[-8.630253,41.155263],[-8.630262,41.155218],[-8.630361,41.155218],[-8.630505,41.154939],[-8.630739,41.154768],[-8.630694,41.153886],[-8.630064,41.153544],[-8.628903,41.15367],[-8.628867,41.15475],[-8.628786,41.15502],[-8.628408,41.155371],[-8.628948,41.156253],[-8.629254,41.156469],[-8.629515,41.15655],[-8.629722,41.155848],[-8.629245,41.155344],[-8.629254,41.155362],[-8.629209,41.155389],[-8.629182,41.15538],[-8.629236,41.15538],[-8.629209,41.155398],[-8.629164,41.155425],[-8.629164,41.155452],[-8.629209,41.155425],[-8.6292,41.155407],[-8.629182,41.155407],[-8.629173,41.155407],[-8.629164,41.155398],[-8.6292,41.155389],[-8.629191,41.155389],[-8.629173,41.155407],[-8.6292,41.15538],[-8.629209,41.155398],[-8.629191,41.155416],[-8.629173,41.155425],[-8.629155,41.155434],[-8.629146,41.155443],[-8.629119,41.155425],[-8.629083,41.155434],[-8.629083,41.155434],[-8.629074,41.155443],[-8.629101,41.155461],[-8.629137,41.155497],[-8.62911,41.155488],[-8.629146,41.155452],[-8.629146,41.155425],[-8.629155,41.15538],[-8.629164,41.155362],[-8.629182,41.155371],[-8.629218,41.155407],[-8.629236,41.155398],[-8.6292,41.155371],[-8.6292,41.155371],[-8.629236,41.155389],[-8.629245,41.155407],[-8.629245,41.155389],[-8.629272,41.155389],[-8.629263,41.155353],[-8.629236,41.155326],[-8.629245,41.155362],[-8.629218,41.155353],[-8.629182,41.155326],[-8.629173,41.155326],[-8.629191,41.155362],[-8.629209,41.15538],[-8.629191,41.155362],[-8.6292,41.155362],[-8.629218,41.15538],[-8.629191,41.155362],[-8.629164,41.155344],[-8.629191,41.155344],[-8.629182,41.155344],[-8.629164,41.155344],[-8.629137,41.155362],[-8.629119,41.155362],[-8.62911,41.155362],[-8.62911,41.155353],[-8.629128,41.155344],[-8.629137,41.155344],[-8.629164,41.155353],[-8.629164,41.155344],[-8.629101,41.155281],[-8.628327,41.155416],[-8.628705,41.156244],[-8.629218,41.156532],[-8.629515,41.156505],[-8.630064,41.155479],[-8.630469,41.155137],[-8.631495,41.154345],[-8.632413,41.153211],[-8.632512,41.152878],[-8.632512,41.152878],[-8.632494,41.152869],[-8.632494,41.15286],[-8.632935,41.152716],[-8.634699,41.15241],[-8.636193,41.152473],[-8.636931,41.152671],[-8.637075,41.152752],[-8.638497,41.15295],[-8.640747,41.153544],[-8.64207,41.153967],[-8.642421,41.154048],[-8.643906,41.154408],[-8.646633,41.154201],[-8.64756,41.154147],[-8.64864,41.154174],[-8.649675,41.154048],[-8.65008,41.15421],[-8.650368,41.154066],[-8.650467,41.153859],[-8.650935,41.153319],[-8.651331,41.152824],[-8.651457,41.15268],[-8.651907,41.152437],[-8.652258,41.15232],[-8.65278,41.152176],[-8.652834,41.152158],[-8.65323,41.15214],[-8.653779,41.152149],[-8.6544,41.152212],[-8.6544,41.152212],[-8.654499,41.152203],[-8.654967,41.152176],[-8.656083,41.151708],[-8.656398,41.151528],[-8.656416,41.151501],[-8.656461,41.151465],[-8.657523,41.151024],[-8.659953,41.150601],[-8.661636,41.150493],[-8.66178,41.150502],[-8.661798,41.150493],[-8.662383,41.150493],[-8.664165,41.150664],[-8.666154,41.150988],[-8.667828,41.151636],[-8.669511,41.152491],[-8.670276,41.153094],[-8.670231,41.153157],[-8.67024,41.153175],[-8.670222,41.153211],[-8.670231,41.153193],[-8.670213,41.153229],[-8.670195,41.153265],[-8.670177,41.153301],[-8.670177,41.153337],[-8.670168,41.153373],[-8.670186,41.153391],[-8.670195,41.153436],[-8.670222,41.153454],[-8.670267,41.153409],[-8.670258,41.153337],[-8.670267,41.153319],[-8.670285,41.153328],[-8.670303,41.153328],[-8.67033,41.153355],[-8.670348,41.1534],[-8.670366,41.153409],[-8.67042,41.153427],[-8.671239,41.153859],[-8.672283,41.154687],[-8.672544,41.155623],[-8.673255,41.155371],[-8.673282,41.155155],[-8.673777,41.154939],[-8.675073,41.15628],[-8.676063,41.156568],[-8.676945,41.156163],[-8.677143,41.156064],[-8.67798,41.155677],[-8.678907,41.155317],[-8.679195,41.155272]]"
23998,C,1396574807,"[[-8.607231,41.147064],[-8.608563,41.147316],[-8.610768,41.147757],[-8.612514,41.148081],[-8.622027,41.147658],[-8.624583,41.148405],[-8.625726,41.149917],[-8.626014,41.152176],[-8.62749,41.152428],[-8.630577,41.152635],[-8.633376,41.152635],[-8.636517,41.152617],[-8.639667,41.153364],[-8.642682,41.154201],[-8.645571,41.154372],[-8.648784,41.154228],[-8.650719,41.153463],[-8.653041,41.152113],[-8.65611,41.151681],[-8.659233,41.150682],[-8.661969,41.150547],[-8.662491,41.15205],[-8.662437,41.152086],[-8.662428,41.152095],[-8.662428,41.152086],[-8.662437,41.152086]]"
25580,C,1376587893,"[[-8.610111,41.140863],[-8.610102,41.140863],[-8.61003,41.140863],[-8.610084,41.140935],[-8.61021,41.141007],[-8.610624,41.141223],[-8.613333,41.141133],[-8.613522,41.141187],[-8.613747,41.141205],[-8.614314,41.14107],[-8.615034,41.140593],[-8.615196,41.140584],[-8.615808,41.14044],[-8.616393,41.140359],[-8.616699,41.140485],[-8.617212,41.14071],[-8.617752,41.140944],[-8.617977,41.14107],[-8.618409,41.141268],[-8.619318,41.141826],[-8.619957,41.142294],[-8.620713,41.142933],[-8.62128,41.143374],[-8.621811,41.143572],[-8.621847,41.143671],[-8.622108,41.143788],[-8.623386,41.144193],[-8.625231,41.144859],[-8.627292,41.144796],[-8.629362,41.144922],[-8.630694,41.145561],[-8.631315,41.146011],[-8.631333,41.146038],[-8.631333,41.146029],[-8.631324,41.146038],[-8.631306,41.146047],[-8.632764,41.146938],[-8.634915,41.147856],[-8.637012,41.148351],[-8.639352,41.148504],[-8.641674,41.148297],[-8.643888,41.148189],[-8.645832,41.148486],[-8.647947,41.148423],[-8.650269,41.147982],[-8.652825,41.148333],[-8.654211,41.148639],[-8.655597,41.147964],[-8.656677,41.147379],[-8.657469,41.146992],[-8.658567,41.146803],[-8.659989,41.147073],[-8.661402,41.147532],[-8.662932,41.147847],[-8.664255,41.14809],[-8.665218,41.148099],[-8.666046,41.147712],[-8.667,41.147442],[-8.6679,41.147739],[-8.669088,41.148225],[-8.670276,41.148675],[-8.671383,41.149107],[-8.672499,41.149134],[-8.673327,41.149314],[-8.674371,41.149422],[-8.675379,41.149395],[-8.675613,41.149188],[-8.675604,41.149188],[-8.675604,41.149179]]"
28246,B,1373307818,"[[-8.608761,41.147631],[-8.608572,41.147505],[-8.608608,41.147541],[-8.608761,41.147469],[-8.609265,41.147523],[-8.609931,41.147694],[-8.610273,41.147748],[-8.610255,41.147739],[-8.611497,41.147919],[-8.621289,41.147505],[-8.623512,41.147991],[-8.625564,41.149125],[-8.625924,41.151105],[-8.626392,41.1534],[-8.626725,41.154354],[-8.626806,41.1543],[-8.627247,41.15538],[-8.62839,41.156766],[-8.62839,41.156784],[-8.6283,41.157333],[-8.628021,41.15763],[-8.627949,41.157774],[-8.628246,41.158476],[-8.629227,41.158899],[-8.630136,41.158341],[-8.629965,41.157297],[-8.629506,41.156811],[-8.629596,41.156496],[-8.629623,41.156496],[-8.629605,41.156496],[-8.629641,41.156478],[-8.629614,41.156478],[-8.629605,41.156469],[-8.629974,41.155551],[-8.63055,41.154966],[-8.632089,41.153814],[-8.632548,41.152788],[-8.632548,41.152779],[-8.633421,41.152599],[-8.635851,41.152482],[-8.63685,41.152725],[-8.637957,41.153031],[-8.639811,41.153418],[-8.642223,41.15412],[-8.644887,41.154462],[-8.64585,41.154381],[-8.646597,41.154291],[-8.648064,41.154273],[-8.648028,41.154273],[-8.648019,41.154273],[-8.649333,41.154201],[-8.650368,41.15394],[-8.65116,41.152977],[-8.651277,41.152851],[-8.652501,41.152176],[-8.65467,41.152212],[-8.656335,41.151555],[-8.657487,41.15106],[-8.65926,41.150772],[-8.661384,41.150484],[-8.662311,41.150475],[-8.664489,41.1507],[-8.666433,41.15115],[-8.667513,41.151537],[-8.669016,41.152275],[-8.670195,41.152968],[-8.67114,41.153697],[-8.671743,41.154219],[-8.671914,41.154381],[-8.672166,41.155056],[-8.673138,41.155506],[-8.673264,41.155056],[-8.673885,41.154498],[-8.675118,41.15376],[-8.67681,41.152797],[-8.677611,41.152338],[-8.677953,41.152581],[-8.678457,41.153157],[-8.678448,41.153166],[-8.678439,41.153175],[-8.678448,41.153175],[-8.678457,41.153157],[-8.678457,41.153148]]"
28916,B,1397867525,"[[-8.617617,41.146083],[-8.617608,41.146047],[-8.617302,41.144895],[-8.615421,41.145687],[-8.615169,41.147028],[-8.615196,41.146974],[-8.615205,41.146956],[-8.615187,41.146956],[-8.615187,41.147118],[-8.615781,41.147262],[-8.615772,41.147298],[-8.616204,41.147208],[-8.61759,41.147226],[-8.618193,41.148306],[-8.619534,41.148468],[-8.620407,41.147424],[-8.622414,41.147694],[-8.624808,41.148468],[-8.625789,41.150097],[-8.626059,41.152176],[-8.626023,41.152167],[-8.626509,41.152617],[-8.628894,41.152509],[-8.632071,41.152716],[-8.635599,41.152446],[-8.639514,41.153292],[-8.643411,41.154354],[-8.64729,41.154219],[-8.6481,41.154246],[-8.648091,41.154255],[-8.649567,41.154174],[-8.651898,41.152374],[-8.656083,41.15169],[-8.659395,41.150628],[-8.66268,41.150448],[-8.666442,41.151123],[-8.66754,41.151555],[-8.668215,41.151834],[-8.67087,41.153427],[-8.672166,41.155272],[-8.673633,41.154651],[-8.676117,41.15322],[-8.678061,41.152644],[-8.68014,41.155101],[-8.680788,41.155866],[-8.681553,41.156793],[-8.681733,41.157054],[-8.681967,41.157306],[-8.683524,41.159115]]"
34728,C,1372986041,"[[-8.612883,41.149674],[-8.613261,41.149881],[-8.614107,41.149728],[-8.614341,41.148828],[-8.614377,41.148513],[-8.614278,41.148423],[-8.61444,41.148504],[-8.614665,41.147613],[-8.614863,41.14737],[-8.615646,41.14728],[-8.616879,41.147262],[-8.618004,41.147217],[-8.618292,41.148378],[-8.619552,41.148495],[-8.620101,41.147748],[-8.620461,41.147379],[-8.622261,41.147658],[-8.624835,41.148459],[-8.626509,41.148765],[-8.627796,41.150007],[-8.628363,41.150925],[-8.629002,41.151276],[-8.629371,41.151024],[-8.630757,41.149395],[-8.632386,41.147613],[-8.633367,41.147253],[-8.635545,41.148018],[-8.638092,41.148387],[-8.638839,41.148432],[-8.641035,41.148396],[-8.64387,41.148135],[-8.647155,41.148486],[-8.650053,41.14791],[-8.652888,41.148288],[-8.654463,41.148504],[-8.656668,41.147352],[-8.657199,41.147073],[-8.659278,41.146884],[-8.661375,41.147496],[-8.662617,41.147757],[-8.665128,41.148081],[-8.667441,41.147505],[-8.669979,41.148531],[-8.67249,41.149071],[-8.67429,41.149413],[-8.675766,41.149638],[-8.675766,41.149692],[-8.675802,41.149728],[-8.676108,41.150394],[-8.676864,41.151438],[-8.677494,41.152392],[-8.676216,41.153121],[-8.676072,41.153814],[-8.67681,41.154534],[-8.6778,41.155164],[-8.678997,41.156604],[-8.679258,41.156964],[-8.68005,41.157864],[-8.678979,41.158332],[-8.677602,41.158881],[-8.675541,41.159736],[-8.674209,41.160258],[-8.674092,41.160276],[-8.673777,41.160447],[-8.672328,41.161041],[-8.671185,41.161626],[-8.672778,41.162364],[-8.674911,41.162877],[-8.676198,41.162841],[-8.677863,41.161923],[-8.679546,41.161068],[-8.681247,41.160357],[-8.682066,41.160411],[-8.68284,41.161788],[-8.683749,41.163417],[-8.684586,41.164974],[-8.685351,41.164758]]"
38703,A,1393050290,"[[-8.608059,41.142546],[-8.607987,41.142519],[-8.607933,41.142465],[-8.607942,41.142519],[-8.608275,41.142807],[-8.608266,41.142825],[-8.608176,41.142951],[-8.606619,41.142357],[-8.605305,41.143185],[-8.60508,41.143725],[-8.605386,41.144211],[-8.606691,41.14467],[-8.60742,41.14548],[-8.607105,41.146182],[-8.60688,41.146857],[-8.607024,41.146938],[-8.60706,41.147073],[-8.608329,41.147262],[-8.608788,41.14746],[-8.609904,41.147703],[-8.610678,41.147838],[-8.610777,41.147847],[-8.612298,41.148045],[-8.621307,41.147496],[-8.623359,41.147982],[-8.624961,41.148522],[-8.625465,41.14881],[-8.625906,41.150619],[-8.62614,41.1525],[-8.627688,41.152482],[-8.630226,41.152653],[-8.632242,41.15277],[-8.632521,41.152743],[-8.634852,41.152482],[-8.637453,41.152851],[-8.640198,41.153508],[-8.642763,41.154255],[-8.645175,41.154453],[-8.648082,41.154282],[-8.650314,41.154066],[-8.651583,41.152608],[-8.654193,41.152212],[-8.65665,41.151447],[-8.659557,41.150673],[-8.662248,41.150466],[-8.664948,41.150745],[-8.667189,41.151411],[-8.66763,41.1516],[-8.669493,41.152536],[-8.671644,41.154102],[-8.672184,41.155353],[-8.673273,41.155011],[-8.674362,41.154237],[-8.67573,41.153463],[-8.677035,41.152698],[-8.677971,41.15259],[-8.678853,41.153463],[-8.678457,41.152725],[-8.67771,41.15133],[-8.676423,41.150241],[-8.675856,41.149953],[-8.676324,41.150718],[-8.676486,41.150961],[-8.676513,41.151087],[-8.676504,41.151087],[-8.676495,41.151087]]"
